Song,Artist,Date,Streams,Url,Track_Id,Rank
Happier,"Marshmello, Bastille",2019-07-19,"9,640,741",https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2dpaYNEQHiRxtZbfNsse99,50
Wow.,Post Malone,2019-07-19,"9,170,392",https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,6MWtB6iiXyIwun0YzU6DFP,51
"Go Loko (feat. Tyga, Jon Z)",YG,2019-07-19,"9,099,453",https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD,1kK6DwzyXJSp58u5HYWwuD,52
Suge,DaBaby,2019-07-19,"9,020,738",https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,2gwkD6igEhQbDQegRCcdoB,53
Rescue Me,OneRepublic,2019-07-19,"8,749,744",https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM,0mjAU3yKR1QnXnHtjGJqTM,54
when the party's over,Billie Eilish,2019-07-19,"8,732,863",https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,43zdsphuZLzwA9k4DJhU0I,55
Dancing With A Stranger (with Normani),Sam Smith,2019-07-19,"8,703,259",https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,6Qs4SXO9dwPj5GKvVOv8Ki,56
Pa Mí - Remix,"Dalex, Rafa Pabön, Sech, Lenny Tavárez, KHEA, Cazzu, Feid",2019-07-19,"8,702,589",https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,7g8YaUQABMal0zWe7a2ijz,57
Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",2019-07-19,"8,578,064",https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR,4lzxJ4jCuFDXXGkE1LmpKR,58
Tal Vez,Paulo Londra,2019-07-19,"8,551,330",https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI,5jW3rF4URMdK7tO2xjS5EI,59
lovely (with Khalid),Billie Eilish,2019-07-19,"8,481,265",https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,0u2P5u6lvoDfwTYjAADbn4,60
Rodeo,"Lil Nas X, Cardi B",2019-07-19,"8,309,637",https://open.spotify.com/track/4ak7xjvBeBOcJGWFDX9w5n,4ak7xjvBeBOcJGWFDX9w5n,61
MOOD 4 EVA (feat. Oumou Sangaré),"Beyoncé, JAY-Z, Childish Gambino",2019-07-19,"8,226,052",https://open.spotify.com/track/7oqftogUN82Q7VNy2TmTJW,7oqftogUN82Q7VNy2TmTJW,62
Without Me,Halsey,2019-07-19,"8,190,582",https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,5p7ujcrUXASCNwRaWNHR1C,63
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,2019-07-19,"8,047,569",https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw,4MsUsFfWseB9M2plGJyuIw,64
Don't Call Me Up,Mabel,2019-07-19,"7,905,802",https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,5WHTFyqSii0lmT9R21abT8,65
Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,2019-07-19,"7,888,818",https://open.spotify.com/track/7ILEWkpfdK6AjH2D7jppWk,7ILEWkpfdK6AjH2D7jppWk,66
Sweet but Psycho,Ava Max,2019-07-19,"7,863,112",https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,25sgk305KZfyuqVBQIahim,67
Pop Out (feat. Lil Tjay),Polo G,2019-07-19,"7,831,698",https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1,6uFn47ACjqYkc0jADwEdj1,68
The Git Up,Blanco Brown,2019-07-19,"7,806,278",https://open.spotify.com/track/5dW1VZPcFqB4n0P08rGDgm,5dW1VZPcFqB4n0P08rGDgm,69
Runaway,"Sebastian Yatra, Daddy Yankee, Natti Natasha, Jonas Brothers",2019-07-19,"7,797,259",https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ,7BuSE9uTIw931wtZYzvZcQ,70
Post Malone (feat. RANI),Sam Feldt,2019-07-19,"7,775,251",https://open.spotify.com/track/0qc4QlcCxVTGyShurEv1UU,0qc4QlcCxVTGyShurEv1UU,71
Mad Love,Mabel,2019-07-19,"7,713,393",https://open.spotify.com/track/79JBjIq90BrQ8Ws0pUhlzD,79JBjIq90BrQ8Ws0pUhlzD,72
All Around The World (La La La),"R3HAB, A Touch Of Class",2019-07-19,"7,664,621",https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp,02itaCXOdC54J0ISjqqFAp,73
Ritual,"Tiësto, Jonas Blue, Rita Ora",2019-07-19,"7,660,524",https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa,3M9Apu4OZfylLTFKvgEtKa,74
Hate Me (with Juice WRLD),Ellie Goulding,2019-07-19,"7,626,183",https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,6kls8cSlUyHW2BUOkDJIZE,75
HP,Maluma,2019-07-19,"7,606,153",https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3,1LIqNVhaIgxXUt2eVoIQJ3,76
Take Me Back to London (feat. Stormzy),Ed Sheeran,2019-07-19,"7,593,577",https://open.spotify.com/track/1AI7UPw3fgwAFkvAlZWhE0,1AI7UPw3fgwAFkvAlZWhE0,77
bury a friend,Billie Eilish,2019-07-19,"7,580,436",https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,4SSnFejRGlZikf02HLewEF,78
Bohemian Rhapsody - 2011 Mix,Queen,2019-07-19,"7,560,577",https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,4u7EnebtmKWzUH433cf5Qv,79
On A Roll,Ashley O,2019-07-19,"7,362,821",https://open.spotify.com/track/56JyMaElW79S7TDWh1Zw1m,56JyMaElW79S7TDWh1Zw1m,80
Best Part of Me (feat. YEBBA),Ed Sheeran,2019-07-19,"7,359,129",https://open.spotify.com/track/0VsGaRXR5WAzpu51unJTis,0VsGaRXR5WAzpu51unJTis,81
"thank u, next",Ariana Grande,2019-07-19,"7,334,995",https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,3e9HZxeyfWwjeyPAMmWSSQ,82
Good As Hell,Lizzo,2019-07-19,"7,310,787",https://open.spotify.com/track/6uAm7pG66O1XesXS9bpHSF,6uAm7pG66O1XesXS9bpHSF,83
Eastside (with Halsey & Khalid),benny blanco,2019-07-19,"7,208,173",https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,7FGq80cy8juXBCD2nrqdWU,84
Find U Again (feat. Camila Cabello),Mark Ronson,2019-07-19,"7,196,109",https://open.spotify.com/track/5Uw7Dut2lZfexn3Y09swpf,5Uw7Dut2lZfexn3Y09swpf,85
Mother's Daughter,Miley Cyrus,2019-07-19,"7,192,936",https://open.spotify.com/track/2WyRfGeHo97VC5mP1BBSzr,2WyRfGeHo97VC5mP1BBSzr,86
rockstar (feat. 21 Savage),Post Malone,2019-07-19,"7,147,203",https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,0e7ipj03S05BNilyu5bRzt,87
Shape of You,Ed Sheeran,2019-07-19,"7,138,334",https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,7qiZfU4dY1lWllzX7mPBI3,88
Cuaderno,"Dalex, Justin Quiles, Nicky Jam, Rafa Pabön, Sech, Lenny Tavárez, Feid",2019-07-19,"7,080,445",https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6,7anSoGdgtmJTAPZBzcPhO6,89
Only Human,Jonas Brothers,2019-07-19,"7,049,249",https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk,0DiDStADDVh3SvAsoJAFMk,90
Old Town Road - Remix,"Lil Nas X, Billy Ray Cyrus, Mason Ramsey, Young Thug",2019-07-19,"6,980,925",https://open.spotify.com/track/6jmZlyf9DxcIoRrjw02YXm,6jmZlyf9DxcIoRrjw02YXm,91
i love you,Billie Eilish,2019-07-19,"6,955,529",https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc,6CcJMwBtXByIz4zQLzFkKc,92
EARFQUAKE,"Tyler, The Creator",2019-07-19,"6,955,388",https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,5hVghJ4KaYES3BFUATCYn0,93
High Hopes,Panic! At The Disco,2019-07-19,"6,930,329",https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,1rqqCSm0Qe4I9rUvWncaom,94
Boy With Luv (feat. Halsey),BTS,2019-07-19,"6,928,103",https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,5KawlOMHjWeUjQtnuRs22c,95
Easier,5 Seconds of Summer,2019-07-19,"6,907,553",https://open.spotify.com/track/4tNXntkAzQ5A2dfYRYGIIQ,4tNXntkAzQ5A2dfYRYGIIQ,96
3 Nights,Dominic Fike,2019-07-19,"6,837,714",https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u,1tNJrcVe6gwLEiZCtprs1u,97
Better Now,Post Malone,2019-07-19,"6,790,550",https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,7dt6x5M1jzdTEt8oCbisTK,98
Dance Monkey,Tones And I,2019-07-19,"6,735,680",https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,1rgnBhdG2JDFTbYkYRZAku,99
Believer,Imagine Dragons,2019-07-19,"6,734,668",https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,0pqnGHJpmpxLKifKRmU6WP,100
I Think I'm OKAY (with YUNGBLUD & Travis Barker),Machine Gun Kelly,2019-07-19,"6,695,631",https://open.spotify.com/track/2gTdDMpNxIRFSiu7HutMCg,2gTdDMpNxIRFSiu7HutMCg,101
I.F.L.Y.,Bazzi,2019-07-19,"6,684,078",https://open.spotify.com/track/4R9ATNRRl1uth17i5qDCc0,4R9ATNRRl1uth17i5qDCc0,102
Que Mas Pues - Remix,"Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez",2019-07-19,"6,651,640",https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD,7fODjB7BrQTGqh0hogW6XD,103
BROWN SKIN GIRL,"Blue Ivy, SAINt JHN, Beyoncé, WizKid",2019-07-19,"6,553,492",https://open.spotify.com/track/0B3FovCVaGKS5w1FTidEUP,0B3FovCVaGKS5w1FTidEUP,104
The Archer,Taylor Swift,2019-07-19,"6,552,007",https://open.spotify.com/track/3Y7MHz19qCg1Pkxridtu1k,3Y7MHz19qCg1Pkxridtu1k,105
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2019-07-19,"6,476,030",https://open.spotify.com/track/5BRUlCrkTljRTux8BUPUDp,5BRUlCrkTljRTux8BUPUDp,106
Girls Like You (feat. Cardi B),Maroon 5,2019-07-19,"6,434,707",https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,7fa9MBXhVfQ8P8Df9OEbD8,107
MIDDLE CHILD,J. Cole,2019-07-19,"6,401,526",https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,2JvzF1RMd7lE3KmFlsyZD8,108
Let Me Down Slowly,Alec Benjamin,2019-07-19,"6,361,328",https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2qxmye6gAegTMjLKEBoR3d,109
Nothing On You (feat. Paulo Londra & Dave),Ed Sheeran,2019-07-19,"6,351,719",https://open.spotify.com/track/2qRN7PWiHRLprw4FpDeI9N,2qRN7PWiHRLprw4FpDeI9N,110
i'm so tired...,"Lauv, Troye Sivan",2019-07-19,"6,343,854",https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,7COXchtUOMd6uIT6HvmRaI,111
Si Supieras,"Daddy Yankee, Wisin & Yandel",2019-07-19,"6,253,210",https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu,7MRU4vOkywuhZ9kbFiPuiu,112
SICKO MODE,Travis Scott,2019-07-19,"6,201,975",https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2xLMifQCjDGFmkHkpNLD9h,113
Here With Me,"Marshmello, CHVRCHES",2019-07-19,"6,177,083",https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,5icOoE6VgqFKohjWWNp0Ac,114
Heaven,Avicii,2019-07-19,"6,145,775",https://open.spotify.com/track/0vrmHPfoBadXVr2n0m1aqZ,0vrmHPfoBadXVr2n0m1aqZ,115
Youngblood,5 Seconds of Summer,2019-07-19,"6,116,269",https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,2iUXsYOEPhVqEBwsqP70rE,116
comethru,Jeremy Zucker,2019-07-19,"6,088,886",https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP,18uwL0vNUanqZH0ro2QcOP,117
Contra La Pared,"Sean Paul, J Balvin",2019-07-19,"6,088,092",https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1,37eGbhE1xVFSvcKkqGb6i1,118
Perfect,Ed Sheeran,2019-07-19,"6,051,817",https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,0tgVpDi06FyKpA1z0VMD4v,119
Baby,"Quality Control, Lil Baby, DaBaby",2019-07-19,"6,020,707",https://open.spotify.com/track/2nKYHpmwjLaEOXS3o7QMiz,2nKYHpmwjLaEOXS3o7QMiz,120
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,2019-07-19,"5,967,245",https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,1wJRveJZLSb1rjhnUHQiv6,121
Better,Khalid,2019-07-19,"5,918,996",https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,6zeeWid2sgw4lap2jV61PZ,122
Lucid Dreams,Juice WRLD,2019-07-19,"5,883,154",https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,285pBltuF7vW8TeWk8hdRR,123
La Boca,"Mau y Ricky, Camilo",2019-07-19,"5,876,196",https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3,0UQwlF2pRkr1lMN6kNNUj3,124
Shotta Flow (Feat. Blueface) [Remix],NLE Choppa,2019-07-19,"5,868,653",https://open.spotify.com/track/67XyC1GdSkKb9sbRRkUDXS,67XyC1GdSkKb9sbRRkUDXS,125
So Am I,Ava Max,2019-07-19,"5,853,678",https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7,0uUNN1nSoUx1A4fkDCWDQ7,126
In My Mind,"Dynoro, Gigi D'Agostino",2019-07-19,"5,845,698",https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,0E9ZjEAyAwOXZ7wJC0PD33,127
Going Bad (feat. Drake),Meek Mill,2019-07-19,"5,779,609",https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,2IRZnDFmlqMuOrYOLnZZyc,128
SAD!,XXXTENTACION,2019-07-19,"5,778,121",https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,3ee8Jmje8o58CHK66QrVC2,129
MIA (feat. Drake),Bad Bunny,2019-07-19,"5,772,328",https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,116H0KvKr2Zl4RPuVBruDO,130
wish you were gay,Billie Eilish,2019-07-19,"5,738,011",https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD,3Fj47GNK2kUF0uaEDgXLaD,131
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,2019-07-19,"5,728,294",https://open.spotify.com/track/2zjGJ0dChMR0KxBZS15aqo,2zjGJ0dChMR0KxBZS15aqo,132
On My Way,"Alan Walker, Sabrina Carpenter, Farruko",2019-07-19,"5,702,236",https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq,4n7jnSxVLd8QioibtTDBDq,133
"break up with your girlfriend, i'm bored",Ariana Grande,2019-07-19,"5,674,117",https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,4kV4N9D1iKVxx1KLvtTpjS,134
Si Se Da,"Myke Towers, Farruko",2019-07-19,"5,598,058",https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ,5KbBGUpIZd6gVFUU8tqYiQ,135
Pure Water (with Migos),Mustard,2019-07-19,"5,569,296",https://open.spotify.com/track/3j84U36KvLeXNDPv4t5pI8,3j84U36KvLeXNDPv4t5pI8,136
Don't Stop Me Now - 2011 Mix,Queen,2019-07-19,"5,520,841",https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,5T8EDUDqKcs6OSOwEsfqG7,137
Be Alright,Dean Lewis,2019-07-19,"5,496,166",https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,5qrSlOut2rNAWv3ubArkNy,138
Mekanın Sahibi,Norm Ender,2019-07-19,"5,482,090",https://open.spotify.com/track/3loy88Lp5qoTHhL8GhRfVZ,3loy88Lp5qoTHhL8GhRfVZ,139
2002,Anne-Marie,2019-07-19,"5,469,566",https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,2BgEsaKNfHUdlh97KmvFyo,140
Time - Edit,NF,2019-07-19,"5,459,506",https://open.spotify.com/track/68Vm2W4oURsPV3121vUZgB,68Vm2W4oURsPV3121vUZgB,141
Paradise,Bazzi,2019-07-19,"5,456,719",https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG,7njKgVl3AnLflRad38o7AG,142
"A Whole New World (End Title) - From ""Aladdin""","ZAYN, Zhavia Ward",2019-07-19,"5,366,787",https://open.spotify.com/track/1iWHabUgUuuKLBa0TzTHfk,1iWHabUgUuuKLBa0TzTHfk,143
Thunder,Imagine Dragons,2019-07-19,"5,335,805",https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,1zB4vmk8tFRmM9UULNzbLB,144
I Like It,"Cardi B, Bad Bunny, J Balvin",2019-07-19,"5,305,158",https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,58q2HKrzhC3ozto2nDdN4z,145
I Like Me Better,Lauv,2019-07-19,"5,304,512",https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2P91MQbaiQOfbiz9VqhqKQ,146
Instagram,"Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros, Natti Natasha, Dimitri Vegas, Like Mike",2019-07-19,"5,279,465",https://open.spotify.com/track/0U6bQIAh6MCGo1xjbIIx2S,0U6bQIAh6MCGo1xjbIIx2S,147
Rebota - Remix,"Guaynaa, Nicky Jam, Farruko, Becky G, Sech",2019-07-19,"5,279,175",https://open.spotify.com/track/3dWpRjCmaHbroNahuSeX11,3dWpRjCmaHbroNahuSeX11,148
Kill This Love,BLACKPINK,2019-07-19,"5,274,873",https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn,4pUCKHjJ4Ijewc37rRrvHn,149
Ela,Reynmen,2019-07-19,"5,274,552",https://open.spotify.com/track/2VUTPdW21gPVVTEmvdSwos,2VUTPdW21gPVVTEmvdSwos,150
Another One Bites The Dust - Remastered 2011,Queen,2019-07-19,"5,269,619",https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,5vdp5UmvTsnMEMESIF2Ym7,151
Moonlight,XXXTENTACION,2019-07-19,"5,268,846",https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,0JP9xo3adEtGSdUEISiszL,152
Te Soñé De Nuevo,Ozuna,2019-07-19,"5,241,872",https://open.spotify.com/track/5s8LepdwU0THzpd0M7nLsa,5s8LepdwU0THzpd0M7nLsa,153
Secreto,"Anuel AA, KAROL G",2019-07-19,"5,231,916",https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,5W83ErFkO3aKAIS1WMi6u0,154
Say You Won't Let Go,James Arthur,2019-07-19,"5,212,868",https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,5uCax9HTNlzGybIStD3vDh,155
Too Good At Goodbyes,Sam Smith,2019-07-19,"5,148,045",https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,1mXVgsBdtIVeCLJnSnmtdV,156
Adan y Eva,Paulo Londra,2019-07-19,"5,080,394",https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6,132ALUzVLmqYB4UsBj5qD6,157
Sanguine Paradise,Lil Uzi Vert,2019-07-19,"5,041,225",https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN,3XiNC94b4Tq1xwv70sQJGN,158
Neptun,"KC Rebell, RAF Camora",2019-07-19,"4,956,887",https://open.spotify.com/track/3GmfHF5RUe6r5C9UbvIXQp,3GmfHF5RUe6r5C9UbvIXQp,159
"SPIRIT - From Disney's ""The Lion King""",Beyoncé,2019-07-19,"4,956,421",https://open.spotify.com/track/6ucmgsair6pvRYfwgvI6e0,6ucmgsair6pvRYfwgvI6e0,160
Havana (feat. Young Thug),Camila Cabello,2019-07-19,"4,951,751",https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,1rfofaqEpACxVEHIZBJe6W,161
Promises (with Sam Smith),"Calvin Harris, Jessie Reyez",2019-07-19,"4,927,364",https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,5N5k9nd479b1xpDZ4usjrg,162
God's Plan,Drake,2019-07-19,"4,922,431",https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,6DCZcSspjsKoFjzjrWoCdn,163
Who Do You Love,"The Chainsmokers, 5 Seconds of Summer",2019-07-19,"4,872,777",https://open.spotify.com/track/5QiNbIilmMiMBXvaAlf7lN,5QiNbIilmMiMBXvaAlf7lN,164
Baila Baila Baila - Remix,"Ozuna, Daddy Yankee, J Balvin, Farruko, Anuel AA",2019-07-19,"4,868,066",https://open.spotify.com/track/7mWFF4gPADjTQjC97CgFVt,7mWFF4gPADjTQjC97CgFVt,165
Body (feat. brando),Loud Luxury,2019-07-19,"4,858,793",https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,7K7MUBCnzgBAvMVW2RTWNs,166
Taste (feat. Offset),Tyga,2019-07-19,"4,836,404",https://open.spotify.com/track/2toVe5hfuIi97ytDPDbQFt,2toVe5hfuIi97ytDPDbQFt,167
Africa,TOTO,2019-07-19,"4,799,689",https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,2374M0fQpWi3dLnB54qaLX,168
Murder On My Mind,YNW Melly,2019-07-19,"4,794,615",https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,7eBqSVxrzQZtK2mmgRG6lC,169
Drip Too Hard (Lil Baby & Gunna),Lil Baby,2019-07-19,"4,768,909",https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,78QR3Wp35dqAhFEc2qAGjE,170
Baila Baila Baila,Ozuna,2019-07-19,"4,766,447",https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG,7uH27oIt4a6cIFCA8ZPcyG,171
you should see me in a crown,Billie Eilish,2019-07-19,"4,754,200",https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d,3XF5xLJHOQQRbWya6hBp7d,172
Jocelyn Flores,XXXTENTACION,2019-07-19,"4,750,596",https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,7m9OqQk4RVRkw9JJdeAw96,173
Vossi Bop,Stormzy,2019-07-19,"4,709,270",https://open.spotify.com/track/44ZJ4hLD5onikKsVLQaILr,44ZJ4hLD5onikKsVLQaILr,174
Photograph,Ed Sheeran,2019-07-19,"4,705,075",https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,6fxVffaTuwjgEk5h9QyRjy,175
Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",2019-07-19,"4,699,613",https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h,56f5qnyAlZdlz8wrUDA50h,176
idontwannabeyouanymore,Billie Eilish,2019-07-19,"4,681,645",https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu,40T5GIqQ1CegGm2PTEl8Bu,177
The Middle,"Zedd, Maren Morris, Grey",2019-07-19,"4,646,031",https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,09IStsImFySgyp0pIQdqAc,178
"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")","Kygo, Rita Ora",2019-07-19,"4,644,233",https://open.spotify.com/track/3y3brCCecHC3Db18aIOnny,3y3brCCecHC3Db18aIOnny,179
Lost In Japan,Shawn Mendes,2019-07-19,"4,625,512",https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV,79esEXlqqmq0GPz0xQSZTV,180
"Royalty (feat. Ky-Mani Marley, Stefflon Don & Vybz Kartel)",XXXTENTACION,2019-07-19,"4,599,461",https://open.spotify.com/track/0OTBOHjEaoqroFlfut1ZsH,0OTBOHjEaoqroFlfut1ZsH,181
Giant (with Rag'n'Bone Man),Calvin Harris,2019-07-19,"4,594,580",https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,5itOtNx0WxtJmi1TQ3RuRd,182
Something Just Like This,"The Chainsmokers, Coldplay",2019-07-19,"4,580,241",https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,6RUKPb4LETWmmr3iAEQktW,183
Closer,"The Chainsmokers, Halsey",2019-07-19,"4,578,076",https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,7BKLCZ1jbUBVqRi2FVlTVw,184
Wonderwall - Remastered,Oasis,2019-07-19,"4,570,494",https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa,5qqabIl2vWzo9ApSC317sa,185
Tap (feat. Meek Mill),NAV,2019-07-19,"4,568,652",https://open.spotify.com/track/5rU6kDNXZLXIinFezpbWbO,5rU6kDNXZLXIinFezpbWbO,186
BLOW (with Chris Stapleton & Bruno Mars),Ed Sheeran,2019-07-19,"4,559,558",https://open.spotify.com/track/7hvO2qCwJVZxiyoA7c9i5d,7hvO2qCwJVZxiyoA7c9i5d,187
One Kiss (with Dua Lipa),Calvin Harris,2019-07-19,"4,546,553",https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,7ef4DlsgrMEH11cDZd32M6,188
Psycho (feat. Ty Dolla $ign),Post Malone,2019-07-19,"4,527,271",https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,3swc6WTsr7rl9DqQKQA55C,189
ocean eyes,Billie Eilish,2019-07-19,"4,524,679",https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,2uIX8YMNjGMD7441kqyyNU,190
Dancin (feat. Luvli) - Krono Remix,Aaron Smith,2019-07-19,"4,463,685",https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM,6WkJ2OK163XXS2oARUC9JM,191
Under Pressure - Remastered,"Queen, David Bowie",2019-07-19,"4,456,385",https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x,2fuCquhmrzHpu5xcA1ci9x,192
Every Breath You Take,The Police,2019-07-19,"4,450,451",https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1,1JSTJqkT5qHq8MDJnJbRE1,193
Por Eso Vine,Paulo Londra,2019-07-19,"4,446,367",https://open.spotify.com/track/5qN1G8fSHq4Sv5FRoOkNGu,5qN1G8fSHq4Sv5FRoOkNGu,194
Zombie,"Samra, Capital Bra",2019-07-19,"4,446,184",https://open.spotify.com/track/6fDC5DIa4bt6NbPZWR1yxM,6fDC5DIa4bt6NbPZWR1yxM,195
All Day And Night,"Jax Jones, Martin Solveig, Madison Beer, Europa",2019-07-19,"4,444,521",https://open.spotify.com/track/5naYe7rLMZcLfO1DKg48MK,5naYe7rLMZcLfO1DKg48MK,196
Homicide (feat. Eminem),Logic,2019-07-19,"4,435,899",https://open.spotify.com/track/7M2tXmeS15NAzEn7ABFeBg,7M2tXmeS15NAzEn7ABFeBg,197
Don't Stop Believin',Journey,2019-07-19,"4,434,897",https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue,4bHsxqR3GMrXTxEPLuK5ue,198
