Song,Artist,Date,Streams,Url,Track_Id,Rank
Boy With Luv (feat. Halsey),BTS,2020-09-25,"4,911,451",https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,5KawlOMHjWeUjQtnuRs22c,182
Star Shopping,Lil Peep,2020-09-25,"4,887,396",https://open.spotify.com/track/30bqVoKjX479ab90a8Pafp,30bqVoKjX479ab90a8Pafp,183
Happier,"Marshmello, Bastille",2020-09-25,"4,873,917",https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2dpaYNEQHiRxtZbfNsse99,184
Investe Em Mim,Jonas Esticado,2020-09-25,"4,873,709",https://open.spotify.com/track/15k1TDabqSEmyXOwMq9RM7,15k1TDabqSEmyXOwMq9RM7,185
Over Now (with The Weeknd),Calvin Harris,2020-09-25,"4,867,620",https://open.spotify.com/track/58AGoOGbwsQMhBbH0eFLRR,58AGoOGbwsQMhBbH0eFLRR,186
Hate The Other Side (with Marshmello & The Kid Laroi),"Juice WRLD, Polo G",2020-09-25,"4,851,997",https://open.spotify.com/track/0ada5XsQGLPUVbmTCkAP49,0ada5XsQGLPUVbmTCkAP49,187
drunk face,Machine Gun Kelly,2020-09-25,"4,834,258",https://open.spotify.com/track/3k0YJnqMKRZb8swo86vCkq,3k0YJnqMKRZb8swo86vCkq,188
CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",2020-09-25,"4,829,096",https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC,2tFwfmceQa1Y6nRPhYbEtC,189
"10,000 Hours (with Justin Bieber)",Dan + Shay,2020-09-25,"4,828,257",https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,2wrJq5XKLnmhRXHIAf9xBa,190
No Guidance (feat. Drake),Chris Brown,2020-09-25,"4,820,941",https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,6XHVuErjQ4XNm6nDPVCxVX,191
The Less I Know The Better,Tame Impala,2020-09-25,"4,786,623",https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ,6K4t31amVTZDgR3sKmwUJJ,192
Take Me To Church,Hozier,2020-09-25,"4,777,404",https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI,3dYD57lRAUcMHufyqn9GcI,193
Get You The Moon (feat. Snøw),Kina,2020-09-25,"4,771,408",https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa,4ZLzoOkj0MPWrTLvooIuaa,194
Tak Tiki Tak,Harry Nach,2020-09-25,"4,761,286",https://open.spotify.com/track/7gwwt1IaAWwmB7af0AcuBM,7gwwt1IaAWwmB7af0AcuBM,195
WHATS POPPIN,Jack Harlow,2020-09-25,"4,745,752",https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,1jaTQ3nqY3oAAYyCTbIvnM,196
Let Her Go,Passenger,2020-09-25,"4,690,256",https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h,2jyjhRf6DVbMPU5zxagN2h,197
Something Just Like This,"The Chainsmokers, Coldplay",2020-09-25,"4,674,765",https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,6RUKPb4LETWmmr3iAEQktW,198
Money Trees,"Kendrick Lamar, Jay Rock",2020-09-25,"4,632,724",https://open.spotify.com/track/2HbKqm4o0w5wEeEFXm2sD4,2HbKqm4o0w5wEeEFXm2sD4,199
Blastoff (feat. Juice Wrld & Trippie Redd),Internet Money,2020-09-25,"4,628,159",https://open.spotify.com/track/7dH9TPjTWQ60wOJkmYay8a,7dH9TPjTWQ60wOJkmYay8a,200
Mood (feat. iann dior),24kGoldn,2020-10-02,"37,910,562",https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,3tjFYV6RSFtuktYl3ZtYcq,1
WAP (feat. Megan Thee Stallion),Cardi B,2020-10-02,"31,393,328",https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih,4Oun2ylbjFKMPTiaSbbCih,2
Dynamite,BTS,2020-10-02,"28,359,094",https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY,0t1kP63rueHleOhQkYSXFY,3
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,2020-10-02,"28,351,078",https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX,7hxHWCCAIIxFLCzvDgnQHX,4
Hawái,Maluma,2020-10-02,"27,356,602",https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp,1yoMvmasuxZfqHEipJhRbp,5
Lovesick Girls,BLACKPINK,2020-10-02,"26,331,588",https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C,4Ws314Ylb27BVsvlZOy30C,6
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,2020-10-02,"22,837,971",https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,0PvFJmanyNQMseIFrU708S,7
Blinding Lights,The Weeknd,2020-10-02,"22,792,468",https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,0VjIjW4GlUZAMYd2vXMi3b,8
Holy (feat. Chance The Rapper),Justin Bieber,2020-10-02,"22,290,608",https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,5u1n1kITHCxxp8twBcZxWy,9
Watermelon Sugar,Harry Styles,2020-10-02,"21,785,491",https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,6UelLqGlWMcVH1E5c4H7lY,10
Bet You Wanna (feat. Cardi B),BLACKPINK,2020-10-02,"19,722,370",https://open.spotify.com/track/7iAgNZdotu40NwtoIWJHFe,7iAgNZdotu40NwtoIWJHFe,11
Wonder,Shawn Mendes,2020-10-02,"19,539,978",https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb,5KCbr5ndeby4y4ggthdiAb,12
What You Know Bout Love,Pop Smoke,2020-10-02,"19,334,015",https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,1tkg4EHVoqnhR6iFEXb60y,13
Head & Heart (feat. MNEK),Joel Corry,2020-10-02,"18,917,743",https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9,6cx06DFPPHchuUAcTxznu9,14
Ice Cream (with Selena Gomez),BLACKPINK,2020-10-02,"18,833,753",https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz,4JUPEh2DVSXFGExu4Uxevz,15
ROCKSTAR (feat. Roddy Ricch),DaBaby,2020-10-02,"18,565,891",https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,7ytR5pFWmSjzHJIeQkgog4,16
Laugh Now Cry Later (feat. Lil Durk),Drake,2020-10-02,"18,545,397",https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI,2SAqBLGA283SUiwJ3xOUVI,17
you broke me first,Tate McRae,2020-10-02,"17,428,920",https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,45bE4HXI0AwGZXfZtMp8JR,18
Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",2020-10-02,"17,181,311",https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,1xQ6trAsedVPCdbtDAmk0c,19
Relación - Remix,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",2020-10-02,"16,949,234",https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl,35UUpTmrcFXNIVIN26ujXl,20
Heather,Conan Gray,2020-10-02,"16,260,474",https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,4xqrdfXkTW4T0RauPLv3WA,21
Pretty Savage,BLACKPINK,2020-10-02,"16,158,235",https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr,1XnpzbOGptRwfJhZgLbmSr,22
How You Like That,BLACKPINK,2020-10-02,"16,112,706",https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o,4SFknyjLcyTLJFPKD2m96o,23
Runnin,"21 Savage, Metro Boomin",2020-10-02,"15,864,178",https://open.spotify.com/track/5SWnsxjhdcEDc7LJjq9UHk,5SWnsxjhdcEDc7LJjq9UHk,24
Mr. Right Now (feat. Drake),"21 Savage, Metro Boomin",2020-10-02,"15,629,052",https://open.spotify.com/track/4Q34FP1AT7GEl9oLgNtiWj,4Q34FP1AT7GEl9oLgNtiWj,25
Roses - Imanbek Remix,SAINt JHN,2020-10-02,"14,961,271",https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5,2Wo6QQD1KMDWeFkkjLqwx5,26
POPSTAR (feat. Drake),DJ Khaled,2020-10-02,"14,269,506",https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq,6EDO9iiTtwNv6waLwa1UUq,27
UN DIA (ONE DAY) (Feat. Tainy),"J Balvin, Dua Lipa, Bad Bunny",2020-10-02,"14,106,170",https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e,0EhpEsp4L0oRGM0vmeaN5e,28
Breaking Me,"Topic, A7S",2020-10-02,"14,078,031",https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po,3H7ihDc1dqLriiWXwsc2po,29
La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",2020-10-02,"13,808,019",https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz,4HYDUMY0xSpeBr0AMY9cUz,30
"Ay, DiOs Mío!",KAROL G,2020-10-02,"13,497,030",https://open.spotify.com/track/7x4ASXYEKfQBCewcZhK776,7x4ASXYEKfQBCewcZhK776,31
Crazy Over You,BLACKPINK,2020-10-02,"13,417,932",https://open.spotify.com/track/7qq0EOPW4RRlqdvMBmdd73,7qq0EOPW4RRlqdvMBmdd73,32
Someone You Loved,Lewis Capaldi,2020-10-02,"13,369,999",https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,7qEHsqek33rTcFNT9PFqLf,33
Put Your Records On,Ritt Momney,2020-10-02,"13,073,034",https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,6AGOKlMZWLCaEJGnaROtF9,34
Love To Hate Me,BLACKPINK,2020-10-02,"13,004,153",https://open.spotify.com/track/7iKDsPfLT0d5mu2htfMKBZ,7iKDsPfLT0d5mu2htfMKBZ,35
Take You Dancing,Jason Derulo,2020-10-02,"12,851,938",https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3,59qrUpoplZxbIZxk6X0Bm3,36
Mood Swings (feat. Lil Tjay),Pop Smoke,2020-10-02,"12,708,169",https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm,5rZlwNFl01HqLWBQGryKSm,37
Dance Monkey,Tones And I,2020-10-02,"12,532,841",https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,1rgnBhdG2JDFTbYkYRZAku,38
Vida de Rico,Camilo,2020-10-02,"12,230,975",https://open.spotify.com/track/73nAK3HgQK8dak83Y2WQ8F,73nAK3HgQK8dak83Y2WQ8F,39
Before You Go,Lewis Capaldi,2020-10-02,"12,195,455",https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,2gMXnyrvIjhVBUZwvLZDMP,40
Savage Love (Laxed – Siren Beat) [BTS Remix],"Jawsh 685, Jason Derulo",2020-10-02,"12,193,073",https://open.spotify.com/track/4TgxFMOn5yoESW6zCidCXL,4TgxFMOn5yoESW6zCidCXL,41
Tattoo - Remix with Camilo,Rauw Alejandro,2020-10-02,"12,140,509",https://open.spotify.com/track/4ZRrLHqzhGRXYj2qcB4s5S,4ZRrLHqzhGRXYj2qcB4s5S,42
La Tóxica,Farruko,2020-10-02,"12,120,748",https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv,15OjBeqNX3bShsGYQbteRv,43
Come & Go (with Marshmello),Juice WRLD,2020-10-02,"11,951,740",https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG,2Y0wPrPQBrGhoLn14xRYCG,44
La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",2020-10-02,"11,459,310",https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2,6bvfJf4KjonPMuPfGfy3S2,45
You Never Know,BLACKPINK,2020-10-02,"11,440,118",https://open.spotify.com/track/39kzWAiVPpycdMpr745oPj,39kzWAiVPpycdMpr745oPj,46
Midnight Sky,Miley Cyrus,2020-10-02,"11,407,437",https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB,27ycaQnQAxaPiyeg3nr2aB,47
Despeinada,"Ozuna, Camilo",2020-10-02,"11,406,052",https://open.spotify.com/track/0JAZWvvqttGFm4UMDsPQXC,0JAZWvvqttGFm4UMDsPQXC,48
Dreams - 2004 Remaster,Fleetwood Mac,2020-10-02,"11,126,560",https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz,0ofHAoxe9vBkTCp2UQIavz,49
death bed (coffee for your head),"Powfu, beabadoobee",2020-10-02,"11,104,715",https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,7eJMfftS33KTjuF7lTsMCx,50
FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,2020-10-02,"10,741,896",https://open.spotify.com/track/4jVBIpuOiMj1crqd8LoCrJ,4jVBIpuOiMj1crqd8LoCrJ,51
Caramelo,Ozuna,2020-10-02,"10,640,718",https://open.spotify.com/track/5Jm4w8jmPEBTLjI9vH4fXo,5Jm4w8jmPEBTLjI9vH4fXo,52
Glock In My Lap,"21 Savage, Metro Boomin",2020-10-02,"10,620,418",https://open.spotify.com/track/6pcywuOeGGWeOQzdUyti6k,6pcywuOeGGWeOQzdUyti6k,53
Se Te Nota (with Guaynaa),Lele Pons,2020-10-02,"10,599,906",https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu,11EnQRgRMJwMAesfkB5pnu,54
Wishing Well,Juice WRLD,2020-10-02,"10,426,290",https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv,2U5WueTLIK5WJLD7mvDODv,55
my ex's best friend (with blackbear),Machine Gun Kelly,2020-10-02,"10,379,721",https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl,7kDUspsoYfLkWnZR7qwHZl,56
Una Locura,"Ozuna, J Balvin, Chencho Corleone",2020-10-02,"10,257,594",https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU,5y7DaS3jAc9eZzcSOoUIwU,57
Don't Start Now,Dua Lipa,2020-10-02,"10,146,092",https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,3PfIrDoz19wz7qK7tYeu62,58
Mi Cuarto,Jerry Di,2020-10-02,"9,898,402",https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ,6fmQjRuo7XvRFCK2qex5hQ,59
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,2020-10-02,"9,831,029",https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC,2MbdDtCv5LUVjYy9RuGTgC,60
Rain On Me (with Ariana Grande),Lady Gaga,2020-10-02,"9,652,200",https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,7ju97lgwC2rKQ6wwsf9no9,61
Go Crazy,"Chris Brown, Young Thug",2020-10-02,"9,630,064",https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,1IIKrJVP1C9N7iPtG6eOsK,62
Mad at Disney,salem ilese,2020-10-02,"9,268,261",https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE,7aGyRfJWtLqgJaZoG9lJhE,63
Blueberry Faygo,Lil Mosey,2020-10-02,"9,230,989",https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW,22LAwLoDA5b4AaGSkg6bKW,64
Rich Nigga Shit (feat. Young Thug),"21 Savage, Metro Boomin",2020-10-02,"9,129,562",https://open.spotify.com/track/3ruoIF2UnoXdzK8mR61ebq,3ruoIF2UnoXdzK8mR61ebq,65
Stuck with U (with Justin Bieber),Ariana Grande,2020-10-02,"9,034,620",https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,4HBZA5flZLE435QTztThqH,66
Circles,Post Malone,2020-10-02,"8,764,342",https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,21jGcNKet2qwijlDFuPiPb,67
Many Men,"21 Savage, Metro Boomin",2020-10-02,"8,675,173",https://open.spotify.com/track/3CDVMejYHnB1SkEEx0T1N4,3CDVMejYHnB1SkEEx0T1N4,68
goosebumps,Travis Scott,2020-10-02,"8,625,377",https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,6gBFPUFcJLzWGx4lenP6h2,69
"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,2020-10-02,"8,540,274",https://open.spotify.com/track/1pqnQ41XbfKjaFu6M0eGJp,1pqnQ41XbfKjaFu6M0eGJp,70
Kings & Queens,Ava Max,2020-10-02,"8,494,534",https://open.spotify.com/track/1InCpEliLCkWHOBdXW7XSx,1InCpEliLCkWHOBdXW7XSx,71
Señorita,"Shawn Mendes, Camila Cabello",2020-10-02,"8,421,837",https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,6v3KW9xbzN5yKLt9YKDYA2,72
Break My Heart,Dua Lipa,2020-10-02,"8,328,741",https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,017PF4Q3l4DBUiWoXk4OWT,73
Adore You,Harry Styles,2020-10-02,"8,324,295",https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,3jjujdWJ72nww5eGnfs2E7,74
ily (i love you baby) (feat. Emilee),Surf Mesa,2020-10-02,"8,318,842",https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS,62aP9fBQKYKxi7PDXwcUAS,75
Me Gusta (with Cardi B & Myke Towers),Anitta,2020-10-02,"8,304,006",https://open.spotify.com/track/7e1VoRlNumuEkXlITMHKLE,7e1VoRlNumuEkXlITMHKLE,76
Slidin,"21 Savage, Metro Boomin",2020-10-02,"8,243,488",https://open.spotify.com/track/7fxSLnklnayJNBIKntXedZ,7fxSLnklnayJNBIKntXedZ,77
Jeans,Justin Quiles,2020-10-02,"8,234,971",https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW,3GtnId3Cm1Xa6joCj08nzW,78
Memories,Maroon 5,2020-10-02,"8,162,143",https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2b8fOow8UzyDFAE27YhOZM,79
The Box,Roddy Ricch,2020-10-02,"8,153,287",https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,0nbXyq5TXYPCO7pr3N8S4I,80
GREECE (feat. Drake),DJ Khaled,2020-10-02,"8,081,200",https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad,35RJhm1pEovTBwnNR0zWad,81
The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,2020-10-02,"8,015,532",https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn,1H7KnK26kc1YyellpbINEn,82
Lucid Dreams,Juice WRLD,2020-10-02,"7,974,922",https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,285pBltuF7vW8TeWk8hdRR,83
Outta Time (feat. Drake),Bryson Tiller,2020-10-02,"7,762,934",https://open.spotify.com/track/4SCnCPOUOUXUmCX2uHb3r7,4SCnCPOUOUXUmCX2uHb3r7,84
Daisy,Ashnikko,2020-10-02,"7,706,592",https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk,0AUvWawuP0ibk4SQ3sIZjk,85
Robbery,Juice WRLD,2020-10-02,"7,686,550",https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,6Hj9jySrnFppAI0sEMCZpJ,86
HIGHEST IN THE ROOM,Travis Scott,2020-10-02,"7,650,088",https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,3eekarcy7kvN4yt5ZFzltW,87
Smile (with The Weeknd),Juice WRLD,2020-10-02,"7,613,149",https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF,6wQlQrTY5mVS8EGaFZVwVF,88
Intentions (feat. Quavo),Justin Bieber,2020-10-02,"7,583,314",https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,4umIPjkehX1r7uhmGvXiSV,89
Djadja (feat. Maluma) - Remix,Aya Nakamura,2020-10-02,"7,563,522",https://open.spotify.com/track/13vDU8nPsvTGEVTMB8Vw7g,13vDU8nPsvTGEVTMB8Vw7g,90
Toosie Slide,Drake,2020-10-02,"7,549,776",https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA,466cKvZn1j45IpxDdYZqdA,91
Diamonds,Sam Smith,2020-10-02,"7,510,296",https://open.spotify.com/track/5hvwx5i67IwnCkjl9VHkNv,5hvwx5i67IwnCkjl9VHkNv,92
Falling,Trevor Daniel,2020-10-02,"7,494,265",https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,2rRJrJEo19S2J82BDsQ3F7,93
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2020-10-02,"7,485,743",https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,0RiRZpuVRbi7oqRdSMwhQY,94
Shallow,"Lady Gaga, Bradley Cooper",2020-10-02,"7,238,332",https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2VxeLyX666F8uXCJ0dZF8B,95
lovely (with Khalid),Billie Eilish,2020-10-02,"7,168,433",https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,0u2P5u6lvoDfwTYjAADbn4,96
bad guy,Billie Eilish,2020-10-02,"7,168,038",https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2Fxmhks0bxGSBdJ92vM42m,97
You Got It,Vedo,2020-10-02,"7,158,195",https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8,4lsHZ92XCFOQfzJFBTluk8,98
Still Don't Know My Name,Labrinth,2020-10-02,"7,157,184",https://open.spotify.com/track/6N22FZs2ZhPBYi3b9XPajV,6N22FZs2ZhPBYi3b9XPajV,99
"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",Super Yei,2020-10-02,"7,153,118",https://open.spotify.com/track/5DoLhdU27owX1NMrKLUbUl,5DoLhdU27owX1NMrKLUbUl,100
SICKO MODE,Travis Scott,2020-10-02,"7,149,050",https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2xLMifQCjDGFmkHkpNLD9h,101
Tusa,"KAROL G, Nicki Minaj",2020-10-02,"7,106,272",https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,7k4t7uLgtOxPwTpFmtJNTY,102
Electric Love,BØRNS,2020-10-02,"7,086,185",https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ,2GiJYvgVaD2HtM8GqD9EgQ,103
Ayer Me Llamó Mi Ex (feat. Lenny Santos),KHEA,2020-10-02,"7,076,784",https://open.spotify.com/track/6C6mUonH6MNdSg5pw7kOc9,6C6mUonH6MNdSg5pw7kOc9,104
Jerusalema (feat. Nomcebo Zikode),Master KG,2020-10-02,"7,052,359",https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi,2MlOUXmcofMackX3bxfSwi,105
Parce (feat. Justin Quiles),"Maluma, Lenny Tavárez",2020-10-02,"7,003,078",https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ,4RJz8NfIe09gpKMiRUWKhJ,106
Party Girl,StaySolidRocky,2020-10-02,"6,916,280",https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP,3IJYUaN3tx04S4TYyZHKoP,107
Mamichula - con Nicki Nicole,"Trueno, Bizarrap, Taiu, TATOOL",2020-10-02,"6,854,063",https://open.spotify.com/track/4pXW6ZAHBz7ODXTRKklWrM,4pXW6ZAHBz7ODXTRKklWrM,108
Dior,Pop Smoke,2020-10-02,"6,735,355",https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep,79s5XnCN4TJKTVMSmOx8Ep,109
If the World Was Ending - feat. Julia Michaels,JP Saxe,2020-10-02,"6,732,620",https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,2kJwzbxV2ppxnQoYw4GLBZ,110
Tick Tock (feat. 24kGoldn),"Clean Bandit, Mabel",2020-10-02,"6,701,601",https://open.spotify.com/track/27u7t9d7ZQoyjsCROHuZJ3,27u7t9d7ZQoyjsCROHuZJ3,111
Favorito,Camilo,2020-10-02,"6,574,509",https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q,0jT8Nl0shPS8115is0wD2Q,112
Life Is Good (feat. Drake),Future,2020-10-02,"6,535,260",https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3,1K5KBOgreBi5fkEHvg5ap3,113
Wolves (feat. Post Malone),Big Sean,2020-10-02,"6,513,124",https://open.spotify.com/track/33gwZOGJWEZ7dRWPqPxBEZ,33gwZOGJWEZ7dRWPqPxBEZ,114
Believer,Imagine Dragons,2020-10-02,"6,467,427",https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,0pqnGHJpmpxLKifKRmU6WP,115
Better,ZAYN,2020-10-02,"6,435,241",https://open.spotify.com/track/1dLXLETYiZohIZWnse4ypG,1dLXLETYiZohIZWnse4ypG,116
Ride It,Regard,2020-10-02,"6,421,339",https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,2tnVG71enUj33Ic2nFN6kZ,117
Falling,Harry Styles,2020-10-02,"6,365,805",https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,1ZMiCix7XSAbfAJlEZWMCp,118
ROXANNE,Arizona Zervas,2020-10-02,"6,310,225",https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,696DnlkuDOXcMAnKlTgXXK,119
Don Don,"Daddy Yankee, Anuel AA, Kendo Kaponi",2020-10-02,"6,259,165",https://open.spotify.com/track/3kml9ZdpT7UYk1ugkjqOzt,3kml9ZdpT7UYk1ugkjqOzt,120
Relación,Sech,2020-10-02,"6,204,542",https://open.spotify.com/track/3ZG8N7aWw2meb6UrI5ZmnZ,3ZG8N7aWw2meb6UrI5ZmnZ,121
MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",2020-10-02,"6,203,675",https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3,24IgCW19L8lXKyFZwzFtD3,122
forget me too (feat. Halsey),Machine Gun Kelly,2020-10-02,"6,172,234",https://open.spotify.com/track/1VSuFS7PahCN3SWbOcQ98m,1VSuFS7PahCN3SWbOcQ98m,123
Say You Won't Let Go,James Arthur,2020-10-02,"6,158,550",https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,5uCax9HTNlzGybIStD3vDh,124
In Your Eyes,The Weeknd,2020-10-02,"6,156,196",https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl,7szuecWAPwGoV1e5vGu8tl,125
Be Kind (with Halsey),Marshmello,2020-10-02,"6,134,597",https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,3Z8FwOEN59mRMxDCtb8N0A,126
Be Like That - feat. Swae Lee & Khalid,Kane Brown,2020-10-02,"6,134,106",https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ,5f1joOtoMeyppIcJGZQvqJ,127
Caramelo - Remix,"Ozuna, KAROL G, Myke Towers",2020-10-02,"6,042,606",https://open.spotify.com/track/67jvGGbJmOmVonlyX3mNkV,67jvGGbJmOmVonlyX3mNkV,128
Azul,J Balvin,2020-10-02,"6,031,188",https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1,2lCkncy6bIB0LTMT7kvrD1,129
Martin & Gina,Polo G,2020-10-02,"6,029,392",https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ,1VLtjHwRWOVJiE5Py7JxoQ,130
My Dawg,"21 Savage, Metro Boomin",2020-10-02,"6,029,118",https://open.spotify.com/track/42Tohunwlh34o0mgxYx5iq,42Tohunwlh34o0mgxYx5iq,131
