Song,Artist,Date,Streams,Url,Track_Id,Rank
Dance Monkey,Tones And I,2019-12-27,"50,183,626",https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,1rgnBhdG2JDFTbYkYRZAku,1
ROXANNE,Arizona Zervas,2019-12-27,"33,254,585",https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,696DnlkuDOXcMAnKlTgXXK,2
Tusa,"KAROL G, Nicki Minaj",2019-12-27,"29,349,573",https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,7k4t7uLgtOxPwTpFmtJNTY,3
Memories,Maroon 5,2019-12-27,"26,067,853",https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2b8fOow8UzyDFAE27YhOZM,4
Falling,Trevor Daniel,2019-12-27,"25,901,488",https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,4TnjEaWOeW0eKTKIEvJyCa,5
Circles,Post Malone,2019-12-27,"25,481,417",https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,21jGcNKet2qwijlDFuPiPb,6
Don't Start Now,Dua Lipa,2019-12-27,"25,355,075",https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,6WrI0LAC5M1Rw2MnX2ZvEg,7
Blinding Lights,The Weeknd,2019-12-27,"24,279,792",https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,0sf12qNH5qcw8qpgymFOqD,8
Señorita,"Shawn Mendes, Camila Cabello",2019-12-27,"22,341,642",https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,6v3KW9xbzN5yKLt9YKDYA2,9
everything i wanted,Billie Eilish,2019-12-27,"21,828,884",https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,3ZCTVFBt2Brf31RLEnCkWJ,10
RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",2019-12-27,"21,495,411",https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,6cy3ki60hLwimwIje7tALf,11
Someone You Loved,Lewis Capaldi,2019-12-27,"19,926,066",https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,7qEHsqek33rTcFNT9PFqLf,12
The Box,Roddy Ricch,2019-12-27,"19,692,658",https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,0nbXyq5TXYPCO7pr3N8S4I,13
bad guy,Billie Eilish,2019-12-27,"19,126,747",https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2Fxmhks0bxGSBdJ92vM42m,14
Adore You,Harry Styles,2019-12-27,"17,625,649",https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,3jjujdWJ72nww5eGnfs2E7,15
HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,2019-12-27,"16,492,946",https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn,7h0d2h0fUmzbs7zeFigJPn,16
My Oh My (feat. DaBaby),Camila Cabello,2019-12-27,"16,413,012",https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,3yOlyBJuViE2YSGn3nVE1K,17
Lose You To Love Me,Selena Gomez,2019-12-27,"15,874,364",https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5,1HfMVBKM75vxSfsQ5VefZ5,18
hot girl bummer,blackbear,2019-12-27,"15,465,132",https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,7aiClxsDWFRQ0Kzk5KI5ku,19
Vete,Bad Bunny,2019-12-27,"15,413,004",https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c,5DxXgozhkPLgrbKFY91w0c,20
Ride It,Regard,2019-12-27,"15,031,525",https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,2tnVG71enUj33Ic2nFN6kZ,21
Watermelon Sugar,Harry Styles,2019-12-27,"14,548,153",https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,6UelLqGlWMcVH1E5c4H7lY,22
HIGHEST IN THE ROOM,Travis Scott,2019-12-27,"13,722,175",https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,3eekarcy7kvN4yt5ZFzltW,23
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2019-12-27,"13,525,959",https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,0RiRZpuVRbi7oqRdSMwhQY,24
China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",2019-12-27,"13,153,651",https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,2ksOAxtIxY8yElEWw8RhgK,25
BOP,DaBaby,2019-12-27,"13,108,721",https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,6Ozh9Ok6h4Oi1wUSLtBseN,26
OUT WEST (feat. Young Thug),"JACKBOYS, Travis Scott",2019-12-27,"13,014,508",https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,6gi6y1xwmVszDWkUqab1qw,27
I Don't Care (with Justin Bieber),Ed Sheeran,2019-12-27,"12,885,850",https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,0hVXuCcriWRGvwMV1r5Yn9,28
Heartless,The Weeknd,2019-12-27,"12,781,406",https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,57vxBYXtHMk6H1aD29V7PU,29
Beautiful People (feat. Khalid),Ed Sheeran,2019-12-27,"12,673,326",https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,70eFcWOvlMObDhURTqT4Fv,30
Lucid Dreams,Juice WRLD,2019-12-27,"12,337,982",https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,285pBltuF7vW8TeWk8hdRR,31
No Idea,Don Toliver,2019-12-27,"12,330,887",https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,3VyjsVV24RmBIbWJAeUJNu,32
Bandit (with YoungBoy Never Broke Again),Juice WRLD,2019-12-27,"12,112,872",https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,6Gg1gjgKi2AK4e0qzsR7sd,33
Fantasias,"Rauw Alejandro, Farruko",2019-12-27,"11,929,120",https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy,6mAN61JH0dzyZpWslS11jy,34
Before You Go,Lewis Capaldi,2019-12-27,"11,851,834",https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,2gMXnyrvIjhVBUZwvLZDMP,35
GANG GANG,"JACKBOYS, Sheck Wes",2019-12-27,"11,484,613",https://open.spotify.com/track/6uJONCdr2rC65BNmCnTBWK,6uJONCdr2rC65BNmCnTBWK,36
Futsal Shuffle 2020,Lil Uzi Vert,2019-12-27,"11,472,876",https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,2Ec33AVlkTTq8BHFgBTdQs,37
WHAT TO DO? (feat. Don Toliver),"JACKBOYS, Travis Scott",2019-12-27,"10,980,949",https://open.spotify.com/track/4AO1XhrgJczQ9bNVxdfKQe,4AO1XhrgJczQ9bNVxdfKQe,38
Had Enough (feat. Quavo & Offset),Don Toliver,2019-12-27,"10,967,607",https://open.spotify.com/track/2jrAaawDRCn1JjeouxAyDN,2jrAaawDRCn1JjeouxAyDN,39
Lose Control,"MEDUZA, Becky Hill, Goodboys",2019-12-27,"10,632,666",https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,7CHi4DtfK4heMlQaudCuHK,40
7 rings,Ariana Grande,2019-12-27,"10,570,155",https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,6ocbgoVGwYJhOv1GgI9NsF,41
How Do You Sleep?,Sam Smith,2019-12-27,"10,544,297",https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,6b2RcmUt1g9N9mQ3CbjX2Y,42
LA CANCIÓN,"J Balvin, Bad Bunny",2019-12-27,"10,501,991",https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,0fea68AdmYNygeTGI4RC18,43
Old Town Road - Remix,"Lil Nas X, Billy Ray Cyrus",2019-12-27,"10,483,714",https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,2YpeDb67231RjR0MgVLzsG,44
"10,000 Hours (with Justin Bieber)",Dan + Shay,2019-12-27,"10,360,035",https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,2wrJq5XKLnmhRXHIAf9xBa,45
Lalala,"Y2K, bbno$",2019-12-27,"10,215,601",https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,51Fjme0JiitpyXKuyQiCDo,46
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,2019-12-27,"10,019,267",https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,4vUmTMuQqjdnvlZmAH61Qk,47
Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",2019-12-27,"9,966,686",https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt,5stPVcRqb4qixbafP9e8lt,48
Ayy Macarena,Tyga,2019-12-27,"9,810,547",https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,6LcauUZjF1eXQrgqMUecHX,49
Callaita,"Bad Bunny, Tainy",2019-12-27,"9,768,682",https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,2TH65lNHgvLxCKXM3apjxI,50
Sigues Con El,"Dímelo Flow, Arcangel, Sech",2019-12-27,"9,509,134",https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3,7sQKy5vlPQllr0k9IjYJv3,51
Suicidal,YNW Melly,2019-12-27,"9,498,868",https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,1iSqfoUFnQwV0QW1EfUit8,52
Whine Up,"Nicky Jam, Anuel AA",2019-12-27,"9,384,022",https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0,2pWOMNQJW3g2zmGjP0Vkb0,53
Psycho,Red Velvet,2019-12-27,"9,132,322",https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK,3CYH422oy1cZNoo0GTG1TK,54
No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",2019-12-27,"9,079,621",https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,4R8BJggjosTswLxtkw8V7P,55
Ransom,Lil Tecca,2019-12-27,"9,048,763",https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,1lOe9qE0vR9zwWQAOk6CoO,56
Ballin' (with Roddy Ricch),Mustard,2019-12-27,"8,987,983",https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,3QzAOrNlsabgbMwlZt7TAY,57
Goodbyes (Feat. Young Thug),Post Malone,2019-12-27,"8,942,304",https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,6vBdBCoOhKHiYDDOcorfNo,58
Trampoline,"SHAED, ZAYN",2019-12-27,"8,896,030",https://open.spotify.com/track/4HBvwhhYo7YiYXkUDrOHzS,4HBvwhhYo7YiYXkUDrOHzS,59
Que Tire Pa Lante,Daddy Yankee,2019-12-27,"8,685,806",https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1,6RyaV7owmVU6fzEPE17sF1,60
Adicto (with Anuel AA & Ozuna),Tainy,2019-12-27,"8,685,590",https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq,3jbT1Y5MoPwEIpZndDDwVq,61
Falling,Harry Styles,2019-12-27,"8,657,010",https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,1ZMiCix7XSAbfAJlEZWMCp,62
Shallow,"Lady Gaga, Bradley Cooper",2019-12-27,"8,610,933",https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2VxeLyX666F8uXCJ0dZF8B,63
when the party's over,Billie Eilish,2019-12-27,"8,571,275",https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,43zdsphuZLzwA9k4DJhU0I,64
Good as Hell (feat. Ariana Grande) - Remix,Lizzo,2019-12-27,"8,343,580",https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd,07Oz5StQ7GRoygNLaXs2pd,65
Happier,"Marshmello, Bastille",2019-12-27,"8,323,023",https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2dpaYNEQHiRxtZbfNsse99,66
lovely (with Khalid),Billie Eilish,2019-12-27,"8,225,411",https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,0u2P5u6lvoDfwTYjAADbn4,67
Lights Up,Harry Styles,2019-12-27,"8,182,978",https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb,4jAIqgrPjKLTY9Gbez25Qb,68
Own It (feat. Ed Sheeran & Burna Boy),Stormzy,2019-12-27,"8,022,267",https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR,4QPEwDdOMhY7rNS05mTyMR,69
Yellow Hearts,Ant Saunders,2019-12-27,"7,816,424",https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl,2W4yABdLc4Jnds67Poi5Nl,70
Roses - Imanbek Remix,SAINt JHN,2019-12-27,"7,718,200",https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,24Yi9hE78yPEbZ4kxyoXAI,71
GATTI,"JACKBOYS, Pop Smoke, Travis Scott",2019-12-27,"7,685,470",https://open.spotify.com/track/40mjsnRjCpycdUw3xhS20g,40mjsnRjCpycdUw3xhS20g,72
It's You,Ali Gatie,2019-12-27,"7,647,143",https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29,5DqdesEfbRyOlSS3Tf6c29,73
Wow.,Post Malone,2019-12-27,"7,583,437",https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,7xQAfvXzm3AkraOtGPWIZg,74
Piece Of Your Heart,"MEDUZA, Goodboys",2019-12-27,"7,528,318",https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,1DFD5Fotzgn6yYXkYsKiGs,75
Robbery,Juice WRLD,2019-12-27,"7,413,273",https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,6Hj9jySrnFppAI0sEMCZpJ,76
Mean It,"Lauv, LANY",2019-12-27,"7,375,362",https://open.spotify.com/track/3GRSqlALWISqLeNncZMbpX,3GRSqlALWISqLeNncZMbpX,77
Aventura,"Lunay, Ozuna, Anuel AA",2019-12-27,"7,346,877",https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon,37zdqI4r1gswIzczSBkRon,78
Sucker,Jonas Brothers,2019-12-27,"7,252,733",https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,22vgEDb5hykfaTwLuskFGD,79
Shape of You,Ed Sheeran,2019-12-27,"7,245,188",https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,7qiZfU4dY1lWllzX7mPBI3,80
Bohemian Rhapsody - 2011 Mix,Queen,2019-12-27,"7,130,407",https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,4u7EnebtmKWzUH433cf5Qv,81
Truth Hurts,Lizzo,2019-12-27,"7,088,919",https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh,5qmq61DAAOUaW8AUo8xKhh,82
rockstar (feat. 21 Savage),Post Malone,2019-12-27,"7,015,730",https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,0e7ipj03S05BNilyu5bRzt,83
Blanco,J Balvin,2019-12-27,"6,912,122",https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc,2rc7BkzO8qepMFAxHtOrXc,84
Hate Me (with Juice WRLD),Ellie Goulding,2019-12-27,"6,901,186",https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,6kls8cSlUyHW2BUOkDJIZE,85
Indeciso,"Reik, J Balvin, Lalo Ebratt",2019-12-27,"6,890,540",https://open.spotify.com/track/59s0s39NFWScuHDbHytI14,59s0s39NFWScuHDbHytI14,86
If the World Was Ending - feat. Julia Michaels,JP Saxe,2019-12-27,"6,817,858",https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,2kJwzbxV2ppxnQoYw4GLBZ,87
"thank u, next",Ariana Grande,2019-12-27,"6,803,820",https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,3e9HZxeyfWwjeyPAMmWSSQ,88
Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin",2019-12-27,"6,759,098",https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,6osaMSJh9NguagEDQcZaKx,89
Quizas,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",2019-12-27,"6,742,507",https://open.spotify.com/track/5Id5B3dxJZhPcV9GzgYZZe,5Id5B3dxJZhPcV9GzgYZZe,90
Sweet but Psycho,Ava Max,2019-12-27,"6,741,011",https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,25sgk305KZfyuqVBQIahim,91
Money In The Grave (Drake ft. Rick Ross),Drake,2019-12-27,"6,716,099",https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,5ry2OE6R2zPQFDO85XkgRb,92
SICKO MODE,Travis Scott,2019-12-27,"6,686,410",https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2xLMifQCjDGFmkHkpNLD9h,93
Girls Like You (feat. Cardi B),Maroon 5,2019-12-27,"6,632,526",https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,7fa9MBXhVfQ8P8Df9OEbD8,94
"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",2019-12-27,"6,619,985",https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk,7BlBVFwvbWvcwNcUarQmjk,95
Without Me,Halsey,2019-12-27,"6,610,494",https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,5p7ujcrUXASCNwRaWNHR1C,96
Tutu,"Camilo, Pedro Capó",2019-12-27,"6,603,051",https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ,1nocRtwyNPVtGcIJqfgdzZ,97
Believer,Imagine Dragons,2019-12-27,"6,588,599",https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,0pqnGHJpmpxLKifKRmU6WP,98
Liberdade Provisória,Henrique & Juliano,2019-12-27,"6,574,093",https://open.spotify.com/track/1vG3YuKRYqPwTmNmYgqkpg,1vG3YuKRYqPwTmNmYgqkpg,99
Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",2019-12-27,"6,563,206",https://open.spotify.com/track/1Xnn1TPyr5h0hpRAT4B4EA,1Xnn1TPyr5h0hpRAT4B4EA,100
Con Altura,"ROSALÍA, J Balvin, El Guincho",2019-12-27,"6,553,879",https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,2qG5sZ7Si6sdK74qLxedYM,101
Into the Unknown,"Idina Menzel, AURORA",2019-12-27,"6,489,811",https://open.spotify.com/track/3Z0oQ8r78OUaHvGPiDBR3W,3Z0oQ8r78OUaHvGPiDBR3W,102
VIBEZ,DaBaby,2019-12-27,"6,480,604",https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM,0fySG6A6qLE8IvDpayb5bM,103
Si Te Vas,"Sech, Ozuna",2019-12-27,"6,431,230",https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0,6Y4PDQv4XjYjHLeLmvyOt0,104
Con Calma,"Daddy Yankee, Snow",2019-12-27,"6,420,739",https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,5w9c2J52mkdntKOmRLeM2m,105
Soltera - Remix,"Lunay, Daddy Yankee, Bad Bunny",2019-12-27,"6,413,514",https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z,4t9a07PAghtQMRAIP9FQ7Z,106
Graveyard,Halsey,2019-12-27,"6,230,416",https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2,6V9fHiv84WlVTg7CSnIVY2,107
No Guidance (feat. Drake),Chris Brown,2019-12-27,"6,157,919",https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,6XHVuErjQ4XNm6nDPVCxVX,108
Look At Her Now,Selena Gomez,2019-12-27,"6,143,422",https://open.spotify.com/track/4yI3HpbSFSgFZtJP2kDe5m,4yI3HpbSFSgFZtJP2kDe5m,109
Up All Night,Khalid,2019-12-27,"6,142,780",https://open.spotify.com/track/1mpD5Q8IM32I4bF6eCpU74,1mpD5Q8IM32I4bF6eCpU74,110
bury a friend,Billie Eilish,2019-12-27,"6,138,388",https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,4SSnFejRGlZikf02HLewEF,111
SAD!,XXXTENTACION,2019-12-27,"6,127,965",https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,3ee8Jmje8o58CHK66QrVC2,112
Dancing With A Stranger (with Normani),Sam Smith,2019-12-27,"6,116,873",https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,6Qs4SXO9dwPj5GKvVOv8Ki,113
Liar,Camila Cabello,2019-12-27,"6,102,634",https://open.spotify.com/track/073ILU1C3APNRGF66VhtyA,073ILU1C3APNRGF66VhtyA,114
Woah,Lil Baby,2019-12-27,"6,080,808",https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F,598yNsG1JFrGd4n2kMoz7F,115
High Hopes,Panic! At The Disco,2019-12-27,"6,066,722",https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,1rqqCSm0Qe4I9rUvWncaom,116
Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,2019-12-27,"6,052,309",https://open.spotify.com/track/4ea9w8c4ROqiZpJVhfBA3m,4ea9w8c4ROqiZpJVhfBA3m,117
Higher Love,"Kygo, Whitney Houston",2019-12-27,"6,027,989",https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY,6oJ6le65B3SEqPwMRNXWjY,118
July,Noah Cyrus,2019-12-27,"6,002,645",https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr,5a6pdCHlWS2ekOOQ70QnAr,119
Suge,DaBaby,2019-12-27,"5,976,571",https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,2gwkD6igEhQbDQegRCcdoB,120
Que Calor (with J Balvin & El Alfa),"Major Lazer, Diplo",2019-12-27,"5,886,683",https://open.spotify.com/track/1G2CAJeP7rCwOZjlSJ0Zw3,1G2CAJeP7rCwOZjlSJ0Zw3,121
Better Now,Post Malone,2019-12-27,"5,815,158",https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,7dt6x5M1jzdTEt8oCbisTK,122
223's (feat. 9lokknine),YNW Melly,2019-12-27,"5,802,073",https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T,29ZXwWOOLz9t5fa3eT3i7T,123
Family,"The Chainsmokers, Kygo",2019-12-27,"5,767,152",https://open.spotify.com/track/3TKpJrY9q49Mj1JOsM9zGL,3TKpJrY9q49Mj1JOsM9zGL,124
"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",French Montana,2019-12-27,"5,759,111",https://open.spotify.com/track/7ntUbTIwmwOD6ygCMRZT6e,7ntUbTIwmwOD6ygCMRZT6e,125
Legends,Juice WRLD,2019-12-27,"5,721,876",https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa,1Knctxx9vGZxpZfF66BIEa,126
Say So,Doja Cat,2019-12-27,"5,656,539",https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,3Dv1eDb0MEgF93GpLXlucZ,127
Candy,Doja Cat,2019-12-27,"5,632,102",https://open.spotify.com/track/1VJwtWR6z7SpZRwipI12be,1VJwtWR6z7SpZRwipI12be,128
Eastside (with Halsey & Khalid),benny blanco,2019-12-27,"5,615,316",https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,7FGq80cy8juXBCD2nrqdWU,129
God's Plan,Drake,2019-12-27,"5,610,279",https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,6DCZcSspjsKoFjzjrWoCdn,130
Turn Me On (feat. Vula),"Riton, Oliver Heldens",2019-12-27,"5,587,052",https://open.spotify.com/track/0qaWEvPkts34WF68r8Dzx9,0qaWEvPkts34WF68r8Dzx9,131
ocean eyes,Billie Eilish,2019-12-27,"5,572,164",https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,2uIX8YMNjGMD7441kqyyNU,132
Calma - Remix,"Pedro Capó, Farruko",2019-12-27,"5,540,299",https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,5iwz1NiezX7WWjnCgY5TH4,133
Panini,Lil Nas X,2019-12-27,"5,528,812",https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv,1000nHvUdawXuUHgBod4Wv,134
Talk (feat. Disclosure),Khalid,2019-12-27,"5,527,007",https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,6TqXcAFInzjp0bODyvrWEq,135
Otro Trago - Remix,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",2019-12-27,"5,497,365",https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL,4bTZeO72FwMa6wKOiqoynL,136
Stuck In A Dream (feat. Gunna),Lil Mosey,2019-12-27,"5,486,588",https://open.spotify.com/track/7iHHxY2NLlJRAmlAmC4ahQ,7iHHxY2NLlJRAmlAmC4ahQ,137
Don't Stop Me Now - 2011 Mix,Queen,2019-12-27,"5,452,916",https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,5T8EDUDqKcs6OSOwEsfqG7,138
Nice To Meet Ya,Niall Horan,2019-12-27,"5,438,167",https://open.spotify.com/track/3cphb8kdsjElYR7r5icK3H,3cphb8kdsjElYR7r5icK3H,139
Don't Call Me Up,Mabel,2019-12-27,"5,400,983",https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,5WHTFyqSii0lmT9R21abT8,140
Closer,"The Chainsmokers, Halsey",2019-12-27,"5,373,658",https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,7BKLCZ1jbUBVqRi2FVlTVw,141
goosebumps,Travis Scott,2019-12-27,"5,367,671",https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,6gBFPUFcJLzWGx4lenP6h2,142
JACKBOYS,JACKBOYS,2019-12-27,"5,363,493",https://open.spotify.com/track/62zKJrpbLxz6InR3tGyr7o,62zKJrpbLxz6InR3tGyr7o,143
Perfect,Ed Sheeran,2019-12-27,"5,359,303",https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,0tgVpDi06FyKpA1z0VMD4v,144
One Kiss (with Dua Lipa),Calvin Harris,2019-12-27,"5,322,598",https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,7ef4DlsgrMEH11cDZd32M6,145
QUE PRETENDES,"J Balvin, Bad Bunny",2019-12-27,"5,322,063",https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,25ZAibhr3bdlMCLmubZDVt,146
Say You Won't Let Go,James Arthur,2019-12-27,"5,310,870",https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,5uCax9HTNlzGybIStD3vDh,147
Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,2019-12-27,"5,287,562",https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw,7CZyCXKG6d5ALeq41sLzbw,148
If I Can't Have You,Shawn Mendes,2019-12-27,"5,281,458",https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh,2bT1PH7Cw3J9p3t7nlXCdh,149
Roller,Apache 207,2019-12-27,"5,253,358",https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M,6hw1Sy9wZ8UCxYGdpKrU6M,150
All I Want for Christmas Is You,Mariah Carey,2019-12-27,"5,241,737",https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,0bYg9bo50gSsH3LtXe2SQn,151
