Song,Artist,Date,Streams,Url,Rank
Mine,Bazzi,2019-01-18,"4,366,487",https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR,195
Ibiza,"Ozuna, Romeo Santos",2019-01-18,"4,361,461",https://open.spotify.com/track/1h9P5WJwyvK8OB7O2YiXgp,196
Stamm Fort (feat. Sfera Ebbasta),Luche,2019-01-18,"4,343,251",https://open.spotify.com/track/7iTTQvztpfrDneVSX9IGBD,197
Look At Me!,XXXTENTACION,2019-01-18,"4,342,309",https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s,198
What Lovers Do,"Maroon 5, SZA",2019-01-18,"4,324,061",https://open.spotify.com/track/0WdGQhoAP2LBsqr5Jhit2g,199
Wolves,"Selena Gomez, Marshmello",2019-01-18,"4,321,130",https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU,200
7 rings,Ariana Grande,2019-01-25,"59,324,475",https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF,1
MIDDLE CHILD,J. Cole,2019-01-25,"33,187,464",https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,2
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2019-01-25,"31,802,899",https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,3
Wow.,Post Malone,2019-01-25,"31,030,529",https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,4
Without Me,Halsey,2019-01-25,"26,472,621",https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,5
"thank u, next",Ariana Grande,2019-01-25,"24,236,734",https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,6
Dancing With A Stranger (with Normani),Sam Smith,2019-01-25,"23,144,963",https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,7
Calma - Remix,"Pedro Capó, Farruko",2019-01-25,"23,096,433",https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,8
Sweet but Psycho,Ava Max,2019-01-25,"21,482,255",https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,9
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2019-01-25,"20,046,891",https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,10
MIA (feat. Drake),Bad Bunny,2019-01-25,"19,080,557",https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,11
Shallow,"Lady Gaga, Bradley Cooper",2019-01-25,"18,467,720",https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,12
High Hopes,Panic! At The Disco,2019-01-25,"17,751,164",https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,13
Going Bad (feat. Drake),Meek Mill,2019-01-25,"17,316,775",https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,14
Adan y Eva,Paulo Londra,2019-01-25,"17,307,647",https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk,15
Happier,"Marshmello, Bastille",2019-01-25,"17,225,374",https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,16
Secreto,"Anuel AA, KAROL G",2019-01-25,"17,147,855",https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,17
SICKO MODE,Travis Scott,2019-01-25,"16,692,985",https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,18
Saturday Nights,Khalid,2019-01-25,"14,310,195",https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,19
ZEZE (feat. Travis Scott & Offset),Kodak Black,2019-01-25,"14,233,536",https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,20
Giant (with Rag'n'Bone Man),Calvin Harris,2019-01-25,"14,154,951",https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,21
Look Back at It,A Boogie Wit da Hoodie,2019-01-25,"13,829,070",https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,22
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,2019-01-25,"13,286,666",https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF,23
Drip Too Hard (Lil Baby & Gunna),Lil Baby,2019-01-25,"13,099,161",https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,24
Eastside (with Halsey & Khalid),benny blanco,2019-01-25,"13,040,261",https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,25
when the party's over,Billie Eilish,2019-01-25,"12,670,105",https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI,26
Baila Baila Baila,Ozuna,2019-01-25,"12,579,930",https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG,27
Mo Bamba,Sheck Wes,2019-01-25,"12,539,927",https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr,28
Lost in the Fire,"Gesaffelstein, The Weeknd",2019-01-25,"12,492,860",https://open.spotify.com/track/7wFybC8jBH3zE139OpCtpG,29
Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,2019-01-25,"12,481,517",https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,30
"Swan Song - From the Motion Picture ""Alita: Battle Angel""",Dua Lipa,2019-01-25,"12,007,264",https://open.spotify.com/track/5600nq7TiBraBX2jobyJ3l,31
Better Now,Post Malone,2019-01-25,"11,976,581",https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,32
SAD!,XXXTENTACION,2019-01-25,"11,847,064",https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,33
i'm so tired...,"Lauv, Troye Sivan",2019-01-25,"11,833,551",https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,34
Be Alright,Dean Lewis,2019-01-25,"11,574,095",https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,35
Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",2019-01-25,"11,507,908",https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ,36
Bohemian Rhapsody - 2011 Mix,Queen,2019-01-25,"11,390,824",https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,37
Hope,"The Chainsmokers, Winona Oak",2019-01-25,"11,347,765",https://open.spotify.com/track/4BiiOzZCrXEzHRLYcYFiD5,38
Girls Like You (feat. Cardi B),Maroon 5,2019-01-25,"11,106,398",https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,39
Ella Quiere Beber - Remix,"Anuel AA, Romeo Santos",2019-01-25,"10,721,135",https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq,40
Lucid Dreams,Juice WRLD,2019-01-25,"10,659,734",https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,41
Adictiva,"Daddy Yankee, Anuel AA",2019-01-25,"10,596,413",https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP,42
Better,Khalid,2019-01-25,"10,549,558",https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,43
Moonlight,XXXTENTACION,2019-01-25,"10,299,040",https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,44
Leave Me Alone,Flipp Dinero,2019-01-25,"10,196,801",https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,45
Wake Up in the Sky,"Gucci Mane, Bruno Mars, Kodak Black",2019-01-25,"10,191,897",https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,46
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2019-01-25,"10,026,086",https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh,47
a lot,21 Savage,2019-01-25,"9,991,040",https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,48
In My Mind,"Dynoro, Gigi D'Agostino",2019-01-25,"9,771,676",https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,49
Amanece,"Anuel AA, Haze",2019-01-25,"9,651,080",https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH,50
rockstar (feat. 21 Savage),Post Malone,2019-01-25,"9,628,244",https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,51
lovely,"Billie Eilish, Khalid",2019-01-25,"9,447,711",https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf,52
Nights Like This (feat. Ty Dolla $ign),Kehlani,2019-01-25,"9,402,938",https://open.spotify.com/track/7e4KQkp5ZR1gXCAalRjX6B,53
Promises (with Sam Smith),"Calvin Harris, Jessie Reyez",2019-01-25,"8,940,322",https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,54
Taste (feat. Offset),Tyga,2019-01-25,"8,881,898",https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,55
NI BIEN NI MAL,Bad Bunny,2019-01-25,"8,693,828",https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8,56
Keanu Reeves,Logic,2019-01-25,"8,683,204",https://open.spotify.com/track/25F6MWrnFBCXVnpN4n76EK,57
Youngblood,5 Seconds of Summer,2019-01-25,"8,609,378",https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,58
Imposible,"Luis Fonsi, Ozuna",2019-01-25,"8,431,792",https://open.spotify.com/track/3ao3OVxHlb3C08vAaApUlm,59
imagine,Ariana Grande,2019-01-25,"8,397,739",https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F,60
no tears left to cry,Ariana Grande,2019-01-25,"8,385,657",https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,61
Bad Liar,Imagine Dragons,2019-01-25,"8,329,498",https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,62
I Like It,"Cardi B, Bad Bunny, J Balvin",2019-01-25,"8,159,976",https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,63
Love Someone,Lukas Graham,2019-01-25,"7,904,164",https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,64
Money,Cardi B,2019-01-25,"7,896,133",https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,65
Solo de Mi,Bad Bunny,2019-01-25,"7,858,706",https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR,66
Te Vi,"Piso 21, Micro TDH",2019-01-25,"7,856,953",https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,67
Jocelyn Flores,XXXTENTACION,2019-01-25,"7,825,637",https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,68
Let Me Down Slowly,Alec Benjamin,2019-01-25,"7,824,196",https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,69
God's Plan,Drake,2019-01-25,"7,792,081",https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,70
Vaina Loca,"Ozuna, Manuel Turizo",2019-01-25,"7,787,684",https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA,71
First Off (feat. Travis Scott),Future,2019-01-25,"7,786,463",https://open.spotify.com/track/3WRIaWsws011vHMd9uzPjG,72
Ruin My Life,Zara Larsson,2019-01-25,"7,685,015",https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU,73
Natural,Imagine Dragons,2019-01-25,"7,589,030",https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,74
Bubalu,"Becky G, Prince Royce, DJ Luian, Mambo Kingz, Anuel AA",2019-01-25,"7,583,254",https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb,75
Reggaeton,J Balvin,2019-01-25,"7,566,171",https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi,76
2002,Anne-Marie,2019-01-25,"7,526,138",https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,77
Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,2019-01-25,"7,462,794",https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb,78
Beautiful (feat. Camila Cabello),Bazzi,2019-01-25,"7,406,737",https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,79
Con Calma,"Daddy Yankee, Snow",2019-01-25,"7,331,224",https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,80
Sauce!,XXXTENTACION,2019-01-25,"7,263,382",https://open.spotify.com/track/3jq1RpStaB1YGyN3rRZGca,81
Body (feat. brando),Loud Luxury,2019-01-25,"7,256,070",https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,82
Undecided,Chris Brown,2019-01-25,"7,223,124",https://open.spotify.com/track/7uiBocndm12aKbsdnQ3Scx,83
Prinzessa,Capital Bra,2019-01-25,"7,213,616",https://open.spotify.com/track/7r55d7IhAj5UGKiYbXBwRP,84
Someone You Loved,Lewis Capaldi,2019-01-25,"7,141,230",https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc,85
Shape of You,Ed Sheeran,2019-01-25,"7,137,479",https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,86
Say My Name,"David Guetta, Bebe Rexha, J Balvin",2019-01-25,"7,126,629",https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,87
Let You Love Me,Rita Ora,2019-01-25,"7,096,857",https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP,88
Another One Bites The Dust - Remastered 2011,Queen,2019-01-25,"6,978,110",https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,89
Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,2019-01-25,"6,901,276",https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV,90
In My Feelings,Drake,2019-01-25,"6,869,307",https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,91
whoa (mind in awe),XXXTENTACION,2019-01-25,"6,835,730",https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa,92
Believer,Imagine Dragons,2019-01-25,"6,812,257",https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,93
One Kiss (with Dua Lipa),Calvin Harris,2019-01-25,"6,800,811",https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,94
Psycho (feat. Ty Dolla $ign),Post Malone,2019-01-25,"6,790,243",https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,95
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,2019-01-25,"6,741,364",https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,96
Splashin,Rich The Kid,2019-01-25,"6,689,061",https://open.spotify.com/track/79OEIr4J4FHV0O3KrhaXRb,97
Don't Stop Me Now - 2011 Mix,Queen,2019-01-25,"6,641,714",https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,98
Armed And Dangerous,Juice WRLD,2019-01-25,"6,622,731",https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,99
idontwannabeyouanymore,Billie Eilish,2019-01-25,"6,616,160",https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu,100
I Like Me Better,Lauv,2019-01-25,"6,614,143",https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,101
MALA,"6ix9ine, Anuel AA",2019-01-25,"6,584,940",https://open.spotify.com/track/0LQ1J0BCzA2qnAgp9MkkNE,102
Nonstop,Drake,2019-01-25,"6,582,045",https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,103
Perfect,Ed Sheeran,2019-01-25,"6,577,273",https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,104
Kiss and Make Up,"Dua Lipa, BLACKPINK",2019-01-25,"6,546,157",https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3,105
No Stylist (feat. Drake),French Montana,2019-01-25,"6,544,369",https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A,106
breathin,Ariana Grande,2019-01-25,"6,519,301",https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,107
KIKA,"6ix9ine, Tory Lanez",2019-01-25,"6,496,758",https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3,108
"Fire On Fire - From ""Watership Down""",Sam Smith,2019-01-25,"6,427,408",https://open.spotify.com/track/5rFj8OzffT0iggSjcBaeND,109
bury a friend,Billie Eilish,2019-01-25,"6,369,482",https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP,110
Crushed Up,Future,2019-01-25,"6,322,940",https://open.spotify.com/track/7wcyO1rrH3Ru4t659IjG41,111
YOSEMITE,Travis Scott,2019-01-25,"6,294,709",https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR,112
Cuando Te Besé,"Becky G, Paulo Londra",2019-01-25,"6,286,716",https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy,113
BEBE,"6ix9ine, Anuel AA",2019-01-25,"6,236,540",https://open.spotify.com/track/4KkUjFkcQvGvWekl8RATDn,114
IDGAF,Dua Lipa,2019-01-25,"6,231,356",https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,115
Créeme,"KAROL G, Maluma",2019-01-25,"6,222,776",https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz,116
changes,XXXTENTACION,2019-01-25,"6,173,673",https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,117
Thotiana,Blueface,2019-01-25,"6,172,805",https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G,118
Solo (feat. Demi Lovato),Clean Bandit,2019-01-25,"6,091,246",https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h,119
Roses (with Juice WRLD feat. Brendon Urie),benny blanco,2019-01-25,"6,052,577",https://open.spotify.com/track/1KVczjazCcCCgM3gXXUl47,120
Lie To Me (feat. Julia Michaels),5 Seconds of Summer,2019-01-25,"6,019,705",https://open.spotify.com/track/6GzApXoBQiiAjak3tOQfV3,121
Thunder,Imagine Dragons,2019-01-25,"6,010,275",https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,122
Space Cadet (feat. Gunna),Metro Boomin,2019-01-25,"5,963,747",https://open.spotify.com/track/1fewSx2d5KIZ04wsooEBOz,123
Too Good At Goodbyes,Sam Smith,2019-01-25,"5,941,436",https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,124
Best Part (feat. Daniel Caesar),H.E.R.,2019-01-25,"5,925,154",https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,125
Always Remember Us This Way,Lady Gaga,2019-01-25,"5,921,727",https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk,126
This Feeling,"The Chainsmokers, Kelsea Ballerini",2019-01-25,"5,916,029",https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl,127
God is a woman,Ariana Grande,2019-01-25,"5,898,424",https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,128
Happy Now,"Kygo, Sandro Cavazza",2019-01-25,"5,887,566",https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4,129
Falling Down - Bonus Track,"Lil Peep, XXXTENTACION",2019-01-25,"5,851,745",https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9,130
Ya No Tiene Novio,"Sebastian Yatra, Mau y Ricky",2019-01-25,"5,823,597",https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu,131
Havana (feat. Young Thug),Camila Cabello,2019-01-25,"5,778,653",https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,132
Under Pressure - Remastered,"Queen, David Bowie",2019-01-25,"5,768,353",https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x,133
Say You Won't Let Go,James Arthur,2019-01-25,"5,761,460",https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,134
Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",2019-01-25,"5,730,885",https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i,135
I Fall Apart,Post Malone,2019-01-25,"5,718,903",https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,136
Shotgun,George Ezra,2019-01-25,"5,681,589",https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC,137
The Middle,"Zedd, Maren Morris, Grey",2019-01-25,"5,681,354",https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,138
FEFE,"6ix9ine, Nicki Minaj, Murda Beatz",2019-01-25,"5,651,105",https://open.spotify.com/track/4QIyEq7TcTdAcxjI2AFlAK,139
Fuck Love (feat. Trippie Redd),XXXTENTACION,2019-01-25,"5,589,311",https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,140
Hobby Hobby,MERO,2019-01-25,"5,567,683",https://open.spotify.com/track/260R90ctQ1SiPax90PuEsT,141
New Rules,Dua Lipa,2019-01-25,"5,565,802",https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O,142
Rise,"Jonas Blue, Jack & Jack",2019-01-25,"5,551,480",https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx,143
BAD!,XXXTENTACION,2019-01-25,"5,547,228",https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ,144
Electricity (with Dua Lipa),"Silk City, Diplo, Mark Ronson",2019-01-25,"5,518,121",https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,145
Noticed,Lil Mosey,2019-01-25,"5,502,287",https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP,146
I Love It (& Lil Pump),Kanye West,2019-01-25,"5,492,245",https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,147
Culpables,"KAROL G, Anuel AA",2019-01-25,"5,371,402",https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH,148
Butterfly Doors,Lil Pump,2019-01-25,"5,370,821",https://open.spotify.com/track/4NdXQlDTzxbOMkzJGWFtz3,149
monster,21 Savage,2019-01-25,"5,369,929",https://open.spotify.com/track/2FUNBaa5DwItJtYEBgAblU,150
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,2019-01-25,"5,343,240",https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,151
Speechless (feat. Erika Sirola),Robin Schulz,2019-01-25,"5,337,677",https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5,152
FRIENDS,"Marshmello, Anne-Marie",2019-01-25,"5,334,584",https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,153
Asesina - Remix,"Brytiago, Daddy Yankee, Ozuna, Darell, Anuel AA",2019-01-25,"5,308,634",https://open.spotify.com/track/59PYgzOiOjGDzjDT5N5oOX,154
So Close,"NOTD, Felix Jaehn, Captain Cuts, Georgia Ku",2019-01-25,"5,238,582",https://open.spotify.com/track/7FjZU7XFs7P9jHI9Z0yRhK,155
Amigos Con Derechos,"Reik, Maluma",2019-01-25,"5,236,155",https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA,156
Fine China,"Future, Juice WRLD",2019-01-25,"5,156,543",https://open.spotify.com/track/5274I4mUMnYczyeXkGDWZN,157
Look Alive (feat. Drake),BlocBoy JB,2019-01-25,"5,130,019",https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,158
I'm a Mess,Bebe Rexha,2019-01-25,"5,110,108",https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R,159
Somebody To Love - 2011 Mix,Queen,2019-01-25,"5,100,397",https://open.spotify.com/track/4rDbp1vnvEhieiccprPMdI,160
Congratulations,"Post Malone, Quavo",2019-01-25,"5,097,324",https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,161
bellyache,Billie Eilish,2019-01-25,"5,076,114",https://open.spotify.com/track/51NFxnQvaosfDDutk0tams,162
Girls Have Fun (feat. G-Eazy & Rich The Kid),Tyga,2019-01-25,"5,062,370",https://open.spotify.com/track/1NHlyKgtR4roNylOhidKSv,163
Sola,Manuel Turizo,2019-01-25,"5,054,498",https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN,164
Anxiety (with Selena Gomez),Julia Michaels,2019-01-25,"4,994,294",https://open.spotify.com/track/1XJ93XskwJf7PCyIVLbNBt,165
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,2019-01-25,"4,987,809",https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,166
XO Tour Llif3,Lil Uzi Vert,2019-01-25,"4,986,922",https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,167
Woman Like Me (feat. Nicki Minaj),Little Mix,2019-01-25,"4,932,174",https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED,168
In My Blood,Shawn Mendes,2019-01-25,"4,921,219",https://open.spotify.com/track/2QZ7WLBE8h2y1Y5Fb8RYbH,169
Trampoline,SHAED,2019-01-25,"4,890,458",https://open.spotify.com/track/0lsRatBUs9HNIZAmoGABzk,170
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,2019-01-25,"4,876,915",https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z,171
Thunderclouds,"Sia, Diplo, Labrinth, LSD",2019-01-25,"4,866,382",https://open.spotify.com/track/2c7GlMNmF7pbohjykutmLP,172
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2019-01-25,"4,852,760",https://open.spotify.com/track/20ZP3Om9DvDazXrNUC7WM2,173
Love Lies (with Normani),Khalid,2019-01-25,"4,814,786",https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk,174
ocean eyes,Billie Eilish,2019-01-25,"4,812,671",https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,175
Closer,"The Chainsmokers, Halsey",2019-01-25,"4,806,326",https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,176
We Will Rock You - Remastered,Queen,2019-01-25,"4,762,369",https://open.spotify.com/track/4pbJqGIASGPr0ZpGpnWkDn,177
Pure Water (with Migos),Mustard,2019-01-25,"4,748,891",https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp,178
Thinking out Loud,Ed Sheeran,2019-01-25,"4,734,656",https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,179
Un Año,"Sebastian Yatra, Reik",2019-01-25,"4,707,641",https://open.spotify.com/track/5BDP2tky8oMQJPS33frKVp,180
Jackie Chan,"Tiësto, Dzeko, Preme, Post Malone",2019-01-25,"4,693,228",https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp,181
Everybody Dies In Their Nightmares,XXXTENTACION,2019-01-25,"4,662,246",https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7,182
Ric Flair Drip (& Metro Boomin),Offset,2019-01-25,"4,655,495",https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,183
Nuketown (feat. Juice WRLD),Ski Mask The Slump God,2019-01-25,"4,644,156",https://open.spotify.com/track/74lnM5V6ecvoTPV0fvptx9,184
PPP,Kevin Roldan,2019-01-25,"4,644,012",https://open.spotify.com/track/1DcxnVNFAyVl2sDQ646pXS,185
Africa,TOTO,2019-01-25,"4,616,167",https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,186
Derdim Olsun,Reynmen,2019-01-25,"4,612,301",https://open.spotify.com/track/0m0Ew7RcwZaBS8psxgE00P,187
SOLO,JENNIE,2019-01-25,"4,606,447",https://open.spotify.com/track/2wVDWtLKXunswWecARNILj,188
goosebumps,Travis Scott,2019-01-25,"4,593,276",https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,189
Photograph,Ed Sheeran,2019-01-25,"4,580,073",https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,190
7 Minutes,Dean Lewis,2019-01-25,"4,567,396",https://open.spotify.com/track/2BkyYZmU4JuWW2sYi9EzpC,191
HUMBLE.,Kendrick Lamar,2019-01-25,"4,556,436",https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,192
Lucky You (feat. Joyner Lucas),Eminem,2019-01-25,"4,530,257",https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,193
Nice For What,Drake,2019-01-25,"4,522,504",https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw,194
