Song,Artist,Date,Streams,Url,Rank
10 Freaky Girls (with 21 Savage),Metro Boomin,2019-01-04,"4,088,895",https://open.spotify.com/track/0AluA5RNsa4Cx6XRhf2hWZ,198
Treat You Better,Shawn Mendes,2019-01-04,"4,059,442",https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd,199
STARGAZING,Travis Scott,2019-01-04,"4,047,090",https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m,200
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2019-01-11,"34,579,416",https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,1
Wow.,Post Malone,2019-01-11,"29,944,242",https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,2
"thank u, next",Ariana Grande,2019-01-11,"27,807,232",https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,3
Without Me,Halsey,2019-01-11,"27,138,512",https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,4
Calma - Remix,"Pedro Capó, Farruko",2019-01-11,"22,816,097",https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,5
Sweet but Psycho,Ava Max,2019-01-11,"22,400,542",https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,6
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,2019-01-11,"22,138,077",https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,7
Dancing With A Stranger (with Normani),Sam Smith,2019-01-11,"20,180,815",https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,8
High Hopes,Panic! At The Disco,2019-01-11,"19,643,546",https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,9
MIA (feat. Drake),Bad Bunny,2019-01-11,"19,630,428",https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,10
Happier,"Marshmello, Bastille",2019-01-11,"18,694,994",https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,11
Lost in the Fire,"Gesaffelstein, The Weeknd",2019-01-11,"18,491,016",https://open.spotify.com/track/7wFybC8jBH3zE139OpCtpG,12
SICKO MODE,Travis Scott,2019-01-11,"18,280,537",https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,13
Going Bad (feat. Drake),Meek Mill,2019-01-11,"17,539,582",https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,14
Adan y Eva,Paulo Londra,2019-01-11,"17,324,753",https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk,15
Shallow,"Lady Gaga, Bradley Cooper",2019-01-11,"16,785,576",https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,16
ZEZE (feat. Travis Scott & Offset),Kodak Black,2019-01-11,"16,274,040",https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,17
Eastside (with Halsey & Khalid),benny blanco,2019-01-11,"14,638,093",https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,18
Drip Too Hard (Lil Baby & Gunna),Lil Baby,2019-01-11,"14,483,041",https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,19
Saturday Nights,Khalid,2019-01-11,"14,180,874",https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,20
Mo Bamba,Sheck Wes,2019-01-11,"13,848,377",https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr,21
when the party's over,Billie Eilish,2019-01-11,"13,364,134",https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI,22
Better Now,Post Malone,2019-01-11,"12,967,163",https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,23
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",2019-01-11,"12,821,076",https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh,24
Look Back at It,A Boogie Wit da Hoodie,2019-01-11,"12,778,179",https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,25
Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,2019-01-11,"12,757,025",https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,26
Girls Like You (feat. Cardi B),Maroon 5,2019-01-11,"12,357,979",https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,27
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,2019-01-11,"12,349,134",https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF,28
Be Alright,Dean Lewis,2019-01-11,"12,135,479",https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,29
SAD!,XXXTENTACION,2019-01-11,"12,020,719",https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,30
Better,Khalid,2019-01-11,"11,813,463",https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,31
Giant (with Rag'n'Bone Man),Calvin Harris,2019-01-11,"11,489,269",https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,32
Bohemian Rhapsody - 2011 Mix,Queen,2019-01-11,"11,389,151",https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,33
In My Mind,"Dynoro, Gigi D'Agostino",2019-01-11,"11,134,092",https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,34
Ella Quiere Beber - Remix,"Anuel AA, Romeo Santos",2019-01-11,"11,131,112",https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq,35
Leave Me Alone,Flipp Dinero,2019-01-11,"11,045,665",https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,36
Lucid Dreams,Juice WRLD,2019-01-11,"10,974,110",https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,37
Adictiva,"Daddy Yankee, Anuel AA",2019-01-11,"10,464,029",https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP,38
Moonlight,XXXTENTACION,2019-01-11,"10,313,053",https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,39
rockstar (feat. 21 Savage),Post Malone,2019-01-11,"10,262,453",https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,40
Promises (with Sam Smith),"Calvin Harris, Jessie Reyez",2019-01-11,"10,250,381",https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,41
Wake Up in the Sky,"Gucci Mane, Bruno Mars, Kodak Black",2019-01-11,"10,250,367",https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,42
lovely,"Billie Eilish, Khalid",2019-01-11,"10,105,168",https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf,43
imagine,Ariana Grande,2019-01-11,"10,103,504",https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F,44
Desconocidos,"Mau y Ricky, Manuel Turizo, Camilo",2019-01-11,"10,008,439",https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ,45
Youngblood,5 Seconds of Summer,2019-01-11,"9,802,761",https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,46
Taste (feat. Offset),Tyga,2019-01-11,"9,758,103",https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,47
whoa (mind in awe),XXXTENTACION,2019-01-11,"9,300,180",https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa,48
I Like It,"Cardi B, Bad Bunny, J Balvin",2019-01-11,"9,170,120",https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,49
Amanece,"Anuel AA, Haze",2019-01-11,"9,118,091",https://open.spotify.com/track/1LiN0Z98FkR1t0m8KmLcAH,50
Solo de Mi,Bad Bunny,2019-01-11,"9,091,313",https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR,51
Ruin My Life,Zara Larsson,2019-01-11,"8,967,200",https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU,52
a lot,21 Savage,2019-01-11,"8,914,262",https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,53
Bad Liar,Imagine Dragons,2019-01-11,"8,807,099",https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,54
Vaina Loca,"Ozuna, Manuel Turizo",2019-01-11,"8,365,033",https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA,55
Money,Cardi B,2019-01-11,"8,334,798",https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,56
Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,2019-01-11,"8,247,911",https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb,57
Kiss and Make Up,"Dua Lipa, BLACKPINK",2019-01-11,"8,240,958",https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3,58
Love Someone,Lukas Graham,2019-01-11,"8,222,232",https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,59
Imposible,"Luis Fonsi, Ozuna",2019-01-11,"8,138,425",https://open.spotify.com/track/3ao3OVxHlb3C08vAaApUlm,60
Natural,Imagine Dragons,2019-01-11,"8,105,259",https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,61
God's Plan,Drake,2019-01-11,"8,030,900",https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,62
monster,21 Savage,2019-01-11,"8,027,341",https://open.spotify.com/track/2FUNBaa5DwItJtYEBgAblU,63
Beautiful (feat. Camila Cabello),Bazzi,2019-01-11,"7,972,480",https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,64
Body (feat. brando),Loud Luxury,2019-01-11,"7,953,190",https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,65
Butterfly Doors,Lil Pump,2019-01-11,"7,891,274",https://open.spotify.com/track/4NdXQlDTzxbOMkzJGWFtz3,66
Jocelyn Flores,XXXTENTACION,2019-01-11,"7,881,734",https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,67
idontwannabeyouanymore,Billie Eilish,2019-01-11,"7,765,255",https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu,68
Nonstop,Drake,2019-01-11,"7,702,077",https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,69
Let You Love Me,Rita Ora,2019-01-11,"7,658,132",https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP,70
no tears left to cry,Ariana Grande,2019-01-11,"7,656,592",https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,71
In My Feelings,Drake,2019-01-11,"7,646,051",https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,72
Cuando Te Besé,"Becky G, Paulo Londra",2019-01-11,"7,579,621",https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy,73
"Fire On Fire - From ""Watership Down""",Sam Smith,2019-01-11,"7,546,282",https://open.spotify.com/track/5rFj8OzffT0iggSjcBaeND,74
Bubalu,"Becky G, Prince Royce, DJ Luian, Mambo Kingz, Anuel AA",2019-01-11,"7,538,613",https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb,75
Hope,"The Chainsmokers, Winona Oak",2019-01-11,"7,513,857",https://open.spotify.com/track/4BiiOzZCrXEzHRLYcYFiD5,76
KIKA,"6ix9ine, Tory Lanez",2019-01-11,"7,470,756",https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3,77
Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,2019-01-11,"7,443,990",https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV,78
Shape of You,Ed Sheeran,2019-01-11,"7,440,049",https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,79
Baila Baila Baila,Ozuna,2019-01-11,"7,382,321",https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG,80
Psycho (feat. Ty Dolla $ign),Post Malone,2019-01-11,"7,348,086",https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,81
2002,Anne-Marie,2019-01-11,"7,331,201",https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,82
Reggaeton,J Balvin,2019-01-11,"7,281,169",https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi,83
NI BIEN NI MAL,Bad Bunny,2019-01-11,"7,232,434",https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8,84
One Kiss (with Dua Lipa),Calvin Harris,2019-01-11,"7,194,264",https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,85
DODI,Shindy,2019-01-11,"7,149,748",https://open.spotify.com/track/63THFs9ovzO3WQsz4lzh0H,86
Say My Name,"David Guetta, Bebe Rexha, J Balvin",2019-01-11,"7,040,867",https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,87
Believer,Imagine Dragons,2019-01-11,"7,036,580",https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,88
MALA,"6ix9ine, Anuel AA",2019-01-11,"6,902,529",https://open.spotify.com/track/0LQ1J0BCzA2qnAgp9MkkNE,89
Solo (feat. Demi Lovato),Clean Bandit,2019-01-11,"6,887,146",https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h,90
YOSEMITE,Travis Scott,2019-01-11,"6,874,391",https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR,91
BAD!,XXXTENTACION,2019-01-11,"6,827,624",https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ,92
Another One Bites The Dust - Remastered 2011,Queen,2019-01-11,"6,816,574",https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,93
IDGAF,Dua Lipa,2019-01-11,"6,787,896",https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,94
BEBE,"6ix9ine, Anuel AA",2019-01-11,"6,764,451",https://open.spotify.com/track/4KkUjFkcQvGvWekl8RATDn,95
No Stylist (feat. Drake),French Montana,2019-01-11,"6,701,673",https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A,96
Armed And Dangerous,Juice WRLD,2019-01-11,"6,686,664",https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,97
Perfect,Ed Sheeran,2019-01-11,"6,634,648",https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,98
Don't Stop Me Now - 2011 Mix,Queen,2019-01-11,"6,579,756",https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,99
I Like Me Better,Lauv,2019-01-11,"6,496,404",https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,100
Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",2019-01-11,"6,479,114",https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i,101
Havana (feat. Young Thug),Camila Cabello,2019-01-11,"6,449,413",https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,102
Falling Down - Bonus Track,"Lil Peep, XXXTENTACION",2019-01-11,"6,377,858",https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9,103
Roses (with Juice WRLD feat. Brendon Urie),benny blanco,2019-01-11,"6,367,254",https://open.spotify.com/track/1KVczjazCcCCgM3gXXUl47,104
Shotgun,George Ezra,2019-01-11,"6,262,760",https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC,105
Jenifer,Gabriel Diniz,2019-01-11,"6,196,720",https://open.spotify.com/track/5ixqGGFu0hdHfErdp32QwT,106
Thunder,Imagine Dragons,2019-01-11,"6,193,070",https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,107
Happy Now,"Kygo, Sandro Cavazza",2019-01-11,"6,186,566",https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4,108
FEFE,"6ix9ine, Nicki Minaj, Murda Beatz",2019-01-11,"6,182,719",https://open.spotify.com/track/4QIyEq7TcTdAcxjI2AFlAK,109
I Fall Apart,Post Malone,2019-01-11,"6,182,176",https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,110
I Love It (& Lil Pump),Kanye West,2019-01-11,"6,178,568",https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,111
Too Good At Goodbyes,Sam Smith,2019-01-11,"6,175,067",https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,112
changes,XXXTENTACION,2019-01-11,"6,172,956",https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,113
This Feeling,"The Chainsmokers, Kelsea Ballerini",2019-01-11,"6,154,904",https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl,114
breathin,Ariana Grande,2019-01-11,"6,153,020",https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,115
The Middle,"Zedd, Maren Morris, Grey",2019-01-11,"6,152,217",https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,116
Ya No Tiene Novio,"Sebastian Yatra, Mau y Ricky",2019-01-11,"6,147,043",https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu,117
Rise,"Jonas Blue, Jack & Jack",2019-01-11,"6,138,241",https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx,118
Splashin,Rich The Kid,2019-01-11,"6,089,051",https://open.spotify.com/track/79OEIr4J4FHV0O3KrhaXRb,119
Crushed Up,Future,2019-01-11,"5,998,233",https://open.spotify.com/track/7AYuSG1LoaaFVKjOxsB6Vh,120
Culpables,"KAROL G, Anuel AA",2019-01-11,"5,995,929",https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH,121
Say You Won't Let Go,James Arthur,2019-01-11,"5,923,703",https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,122
Best Part (feat. Daniel Caesar),H.E.R.,2019-01-11,"5,884,814",https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,123
New Rules,Dua Lipa,2019-01-11,"5,826,803",https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O,124
Space Cadet (feat. Gunna),Metro Boomin,2019-01-11,"5,820,406",https://open.spotify.com/track/1fewSx2d5KIZ04wsooEBOz,125
Nights Like This (feat. Ty Dolla $ign),Kehlani,2019-01-11,"5,817,640",https://open.spotify.com/track/7e4KQkp5ZR1gXCAalRjX6B,126
Electricity (with Dua Lipa),"Silk City, Diplo, Mark Ronson",2019-01-11,"5,780,559",https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,127
FRIENDS,"Marshmello, Anne-Marie",2019-01-11,"5,779,792",https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,128
SOLO,JENNIE,2019-01-11,"5,728,877",https://open.spotify.com/track/2wVDWtLKXunswWecARNILj,129
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,2019-01-11,"5,684,187",https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,130
Fuck Love (feat. Trippie Redd),XXXTENTACION,2019-01-11,"5,645,351",https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,131
Under Pressure - Remastered,"Queen, David Bowie",2019-01-11,"5,634,146",https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x,132
Undecided,Chris Brown,2019-01-11,"5,562,952",https://open.spotify.com/track/7uiBocndm12aKbsdnQ3Scx,133
Créeme,"KAROL G, Maluma",2019-01-11,"5,543,692",https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz,134
Look Alive (feat. Drake),BlocBoy JB,2019-01-11,"5,532,858",https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,135
I'm a Mess,Bebe Rexha,2019-01-11,"5,520,089",https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R,136
God is a woman,Ariana Grande,2019-01-11,"5,514,231",https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,137
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,2019-01-11,"5,506,577",https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,138
Te Vi,"Piso 21, Micro TDH",2019-01-11,"5,487,998",https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,139
XO Tour Llif3,Lil Uzi Vert,2019-01-11,"5,465,803",https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,140
Amigos Con Derechos,"Reik, Maluma",2019-01-11,"5,455,344",https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA,141
Trampoline,SHAED,2019-01-11,"5,446,427",https://open.spotify.com/track/0lsRatBUs9HNIZAmoGABzk,142
"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",Nicki Minaj,2019-01-11,"5,406,674",https://open.spotify.com/track/4Uy3kNxW2kB8AEoXljEcth,143
Congratulations,"Post Malone, Quavo",2019-01-11,"5,354,529",https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,144
Always Remember Us This Way,Lady Gaga,2019-01-11,"5,342,998",https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk,145
Woman Like Me (feat. Nicki Minaj),Little Mix,2019-01-11,"5,339,513",https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED,146
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,2019-01-11,"5,336,006",https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,147
Nuketown (feat. Juice WRLD),Ski Mask The Slump God,2019-01-11,"5,324,470",https://open.spotify.com/track/74lnM5V6ecvoTPV0fvptx9,148
Noticed,Lil Mosey,2019-01-11,"5,308,399",https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP,149
Love Lies (with Normani),Khalid,2019-01-11,"5,300,878",https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk,150
Somebody To Love - 2011 Mix,Queen,2019-01-11,"5,298,480",https://open.spotify.com/track/6cFZ4PLC19taNlpl9pbGMf,151
bellyache,Billie Eilish,2019-01-11,"5,254,961",https://open.spotify.com/track/51NFxnQvaosfDDutk0tams,152
Thunderclouds,"Sia, Diplo, Labrinth, LSD",2019-01-11,"5,221,994",https://open.spotify.com/track/2c7GlMNmF7pbohjykutmLP,153
WHEN I WAS OLDER - Music Inspired By The Film ROMA,Billie Eilish,2019-01-11,"5,155,090",https://open.spotify.com/track/7tGEAA1f8MydT7eVbbO9Zy,154
Let Me Down Slowly,Alec Benjamin,2019-01-11,"5,129,012",https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,155
Fine China,"Future, Juice WRLD",2019-01-11,"5,125,821",https://open.spotify.com/track/5274I4mUMnYczyeXkGDWZN,156
ocean eyes,Billie Eilish,2019-01-11,"5,098,644",https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,157
Asesina - Remix,"Brytiago, Daddy Yankee, Ozuna, Darell, Anuel AA",2019-01-11,"5,098,464",https://open.spotify.com/track/59PYgzOiOjGDzjDT5N5oOX,158
Closer,"The Chainsmokers, Halsey",2019-01-11,"5,074,196",https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,159
Jackie Chan,"Tiësto, Dzeko, Preme, Post Malone",2019-01-11,"5,038,907",https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp,160
In My Blood,Shawn Mendes,2019-01-11,"5,014,064",https://open.spotify.com/track/2QZ7WLBE8h2y1Y5Fb8RYbH,161
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,2019-01-11,"4,948,455",https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z,162
Thinking out Loud,Ed Sheeran,2019-01-11,"4,936,097",https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,163
Atrasadinha - Ao Vivo,"Felipe Araújo, Ferrugem",2019-01-11,"4,919,421",https://open.spotify.com/track/5EKHbW7mXcAR4hCyS3YXjb,164
PPP,Kevin Roldan,2019-01-11,"4,915,487",https://open.spotify.com/track/1DcxnVNFAyVl2sDQ646pXS,165
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2019-01-11,"4,914,745",https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x,166
Lucky You (feat. Joyner Lucas),Eminem,2019-01-11,"4,910,436",https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,167
Someone You Loved,Lewis Capaldi,2019-01-11,"4,887,346",https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc,168
Nice For What,Drake,2019-01-11,"4,832,010",https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw,169
Calling My Spirit,Kodak Black,2019-01-11,"4,803,685",https://open.spotify.com/track/2MShy1GSSgbmGUxADNIao5,170
Yes Indeed,"Lil Baby, Drake",2019-01-11,"4,761,754",https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,171
Photograph,Ed Sheeran,2019-01-11,"4,727,915",https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,172
Everybody Dies In Their Nightmares,XXXTENTACION,2019-01-11,"4,712,639",https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7,173
goosebumps,Travis Scott,2019-01-11,"4,663,320",https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,174
Ric Flair Drip (& Metro Boomin),Offset,2019-01-11,"4,636,999",https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,175
hope is a dangerous thing for a woman like me to have - but I have it,Lana Del Rey,2019-01-11,"4,629,973",https://open.spotify.com/track/1PfUKiMDKIlPEF9FfdJawc,176
HUMBLE.,Kendrick Lamar,2019-01-11,"4,619,934",https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,177
Africa,TOTO,2019-01-11,"4,605,749",https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,178
Sin Pijama,"Becky G, Natti Natasha",2019-01-11,"4,599,014",https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww,179
Project Dreams,"Marshmello, Roddy Ricch",2019-01-11,"4,598,019",https://open.spotify.com/track/0PowxVSTY2uh1CPc8EPKyX,180
Mala Mía,Maluma,2019-01-11,"4,594,394",https://open.spotify.com/track/62o8KoI44JfN7aYxgTnPvh,181
Mine,Bazzi,2019-01-11,"4,580,473",https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR,182
Ibiza,"Ozuna, Romeo Santos",2019-01-11,"4,559,773",https://open.spotify.com/track/1h9P5WJwyvK8OB7O2YiXgp,183
Wonderwall - Remastered,Oasis,2019-01-11,"4,553,091",https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa,184
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,2019-01-11,"4,543,464",https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p,185
Agora é Tudo Meu,"Dennis DJ, MC Kevinho",2019-01-11,"4,532,933",https://open.spotify.com/track/5yH8pYxNckOU1cxfPsMIaz,186
Happier,Ed Sheeran,2019-01-11,"4,516,997",https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,187
Wolves,"Selena Gomez, Marshmello",2019-01-11,"4,509,605",https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU,188
I'm Yours,Jason Mraz,2019-01-11,"4,508,828",https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW,189
Sola,Manuel Turizo,2019-01-11,"4,503,413",https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN,190
All The Stars (with SZA),Kendrick Lamar,2019-01-11,"4,491,177",https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s,191
Young Dumb & Broke,Khalid,2019-01-11,"4,470,319",https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,192
Benzema,Capital Bra,2019-01-11,"4,458,789",https://open.spotify.com/track/7KPGeiXWDsGEvFK62wzU8E,193
What Lovers Do,"Maroon 5, SZA",2019-01-11,"4,440,425",https://open.spotify.com/track/0WdGQhoAP2LBsqr5Jhit2g,194
"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,2019-01-11,"4,432,977",https://open.spotify.com/track/6wWaVoUOzLQJHd3bWAUpdZ,195
