,Song,Artist,Date,Streams,Url,Track_Id,Rank,valence
682,Undecided,Chris Brown,2019-01-25,"7,223,124",https://open.spotify.com/track/7uiBocndm12aKbsdnQ3Scx,7uiBocndm12aKbsdnQ3Scx,83,0.49066915722166615
683,Prinzessa,Capital Bra,2019-01-25,"7,213,616",https://open.spotify.com/track/7r55d7IhAj5UGKiYbXBwRP,7r55d7IhAj5UGKiYbXBwRP,84,0.7281783574431074
684,Someone You Loved,Lewis Capaldi,2019-01-25,"7,141,230",https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc,2TIlqbIneP0ZY1O0EzYLlc,85,0.17185623974983188
685,Shape of You,Ed Sheeran,2019-01-25,"7,137,479",https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,7qiZfU4dY1lWllzX7mPBI3,86,0.3245693971509478
686,Say My Name,"David Guetta, Bebe Rexha, J Balvin",2019-01-25,"7,126,629",https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,0YammaEkYSeo9vQYZ1OwS6,87,0.06328946463530782
687,Let You Love Me,Rita Ora,2019-01-25,"7,096,857",https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP,5Fla3zyOCcIRqrDoKLU0DP,88,0.3880310723643461
688,Another One Bites The Dust - Remastered 2011,Queen,2019-01-25,"6,978,110",https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7,5vdp5UmvTsnMEMESIF2Ym7,89,0.31874868949975477
689,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,2019-01-25,"6,901,276",https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV,6mQLN3zRtAp6ovjusyYKrV,90,0.8214422259748639
690,In My Feelings,Drake,2019-01-25,"6,869,307",https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,2G7V7zsVDxg1yRsu7Ew9RJ,91,0.14080194219879238
691,whoa (mind in awe),XXXTENTACION,2019-01-25,"6,835,730",https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa,7pdF27mSDuPWhppnHAmWHa,92,0.9329395216683162
692,Believer,Imagine Dragons,2019-01-25,"6,812,257",https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,0pqnGHJpmpxLKifKRmU6WP,93,0.8464450384076534
693,One Kiss (with Dua Lipa),Calvin Harris,2019-01-25,"6,800,811",https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,7ef4DlsgrMEH11cDZd32M6,94,0.22793188154628818
694,Psycho (feat. Ty Dolla $ign),Post Malone,2019-01-25,"6,790,243",https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,3swc6WTsr7rl9DqQKQA55C,95,0.3662940647094052
695,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,2019-01-25,"6,741,364",https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,1wJRveJZLSb1rjhnUHQiv6,96,0.5644896192481323
696,Splashin,Rich The Kid,2019-01-25,"6,689,061",https://open.spotify.com/track/79OEIr4J4FHV0O3KrhaXRb,79OEIr4J4FHV0O3KrhaXRb,97,0.9918949523695783
697,Don't Stop Me Now - 2011 Mix,Queen,2019-01-25,"6,641,714",https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,5T8EDUDqKcs6OSOwEsfqG7,98,0.08082284624644676
698,Armed And Dangerous,Juice WRLD,2019-01-25,"6,622,731",https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,5wujBwqG7INdStqGd4tRMX,99,0.5050963783717939
699,idontwannabeyouanymore,Billie Eilish,2019-01-25,"6,616,160",https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu,40T5GIqQ1CegGm2PTEl8Bu,100,0.4111152080224161
700,I Like Me Better,Lauv,2019-01-25,"6,614,143",https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2P91MQbaiQOfbiz9VqhqKQ,101,0.7816219345953872
701,MALA,"6ix9ine, Anuel AA",2019-01-25,"6,584,940",https://open.spotify.com/track/0LQ1J0BCzA2qnAgp9MkkNE,0LQ1J0BCzA2qnAgp9MkkNE,102,0.13923102965287604
702,Nonstop,Drake,2019-01-25,"6,582,045",https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,0TlLq3lA83rQOYtrqBqSct,103,0.8902034489588183
703,Perfect,Ed Sheeran,2019-01-25,"6,577,273",https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,0tgVpDi06FyKpA1z0VMD4v,104,0.4470229443398379
704,Kiss and Make Up,"Dua Lipa, BLACKPINK",2019-01-25,"6,546,157",https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3,13hvHEstJ4sNbzdroPrPI3,105,0.24454132225767733
705,No Stylist (feat. Drake),French Montana,2019-01-25,"6,544,369",https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A,04MLEeAMuV9IlHEsD8vF6A,106,0.1781790571338714
706,breathin,Ariana Grande,2019-01-25,"6,519,301",https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,4OafepJy2teCjYJbvFE60J,107,0.43166873016471186
707,KIKA,"6ix9ine, Tory Lanez",2019-01-25,"6,496,758",https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3,6Gy7rXB6Ku5vIWC7WGWsl3,108,0.45233295329353307
708,"Fire On Fire - From ""Watership Down""",Sam Smith,2019-01-25,"6,427,408",https://open.spotify.com/track/5rFj8OzffT0iggSjcBaeND,5rFj8OzffT0iggSjcBaeND,109,0.18663352087162965
709,bury a friend,Billie Eilish,2019-01-25,"6,369,482",https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP,4NzMOnvSJVNKF7nw5NkXIP,110,0.44663185125394
